Feature_1,Feature_2,Feature_3,Feature_4,Close
41087852293057.695,3615406122620.697,-104919198794150.31,-36241870578924.0,832.8775510204082
45253241864953.72,3981927453120.7007,-115555661285925.62,-39915986107203.38,826.9183673469388
49978421257224.63,4397705723025.4854,-127621563366728.48,-44083868205103.266,824.8765306122449
51105319421133.46,4496864054237.0205,-130499135705881.7,-45077858213432.91,813.9153061224489
45116962296069.9,3969935876266.5034,-115207665947831.44,-39795779396513.21,803.9530612244897
43424038068298.4,3820971938431.4346,-110884727489920.52,-38302521983652.88,790.7224489795918
46396805613084.94,4082551917272.775,-118475789164069.4,-40924675493218.81,804.1316326530612
42776126984989.26,3763960966140.919,-109230265237830.78,-37731026981104.58,815.0214285714286
32867095024813.8,2892044507386.415,-83927222048240.36,-28990685640750.723,812.234693877551
21294400255103.605,1873738849017.0886,-54375960439825.89,-18782897076341.176,821.2948979591836
22966230553337.21,2020846704713.18,-58645034784566.016,-20257548447110.22,820.4418367346939
24284531747249.59,2136846776065.8225,-62011360717632.25,-21420366595000.64,813.884693877551
35271550152636.45,3103617490688.0225,-90067078448133.0,-31111554524688.305,808.7326530612245
26412170021893.848,2324062132465.892,-67444356052126.36,-23297067091978.402,805.3489795918367
25989499814383.48,2286870510107.293,-66365053676701.49,-22924247486519.96,801.5418367346939
36173220795821.52,3182957366727.9995,-92369524042909.89,-31906880314231.367,820.5530612244897
40514676918237.875,3564971156818.521,-103455577576461.61,-35736296674157.08,814.8306122448979
40236108846245.0,3540459357144.031,-102744244158567.27,-35490583345774.27,814.219387755102
35126291793872.59,3090835909636.317,-89696156033336.16,-30983428199528.992,812.9948979591836
2397391550090.9883,210951504056.16864,-6121819459894.684,-2114638550917.2686,812.1581632653061
30299453932585.637,2666112337927.2583,-77370664920749.95,-26725877034132.58,811.4632653061224
39459400352200.055,3472115183413.752,-100760893006402.44,-34805481395017.746,824.0224489795918
42051863250321.85,3700231405089.641,-107380833295157.03,-37092184114268.16,826.8632653061225
51568689715485.945,4537637135672.7705,-131682366995474.61,-45486577918031.086,822.723469387755
47445558746427.12,4174833947938.0723,-121153814543047.23,-41849736616934.03,824.6428571428571
36299544529738.47,3194072888390.5933,-92692096130388.19,-32018305246028.797,827.484693877551
48000184363413.15,4223636561276.38,-122570069738944.23,-42338948530901.53,843.3612244897959
50380073268133.484,4433048078656.449,-128647195045828.2,-44438148825148.375,839.3704081632653
41527549052544.305,3654095864288.0864,-106041979546390.39,-36629708487607.55,848.5897959183674
54470164882887.34,4792943862121.043,-139091380287244.27,-48045847147958.45,855.7877551020408
40939736271473.13,3602373090765.122,-104540980099649.39,-36111223692876.984,857.8010204081633
55110665250628.766,4849302993491.636,-140726919030868.19,-48610805887252.664,866.9357142857143
54365237386332.664,4783711010058.427,-138823444574674.3,-47953294905676.51,871.7132653061224
51572274806502.59,4537952338701.15,-131691521403311.7,-45489739692536.13,882.3785714285715
39582270182299.54,3482926748301.2456,-101074645292621.14,-34913859703543.41,872.7275510204082
53555956284830.75,4712500753516.294,-136756917972093.62,-47239462105495.26,888.4234693877551
53432812841207.375,4701664998787.007,-136442467448734.6,-47130842314544.94,893.8275510204082
69019844347632.03,6073200584307.357,-176244471213121.1,-60879508864991.28,900.0
49382347698449.875,4345256129917.537,-126099469685439.27,-43558096994296.48,907.3091836734694
50070953755905.16,4405848092034.29,-127857848130227.95,-44165487635383.56,917.4183673469388
44877965345972.39,3948906148940.801,-114597379257189.77,-39584970396276.4,913.395918367347
64827911580517.59,5704343698601.434,-165540231281123.4,-57181980929579.23,921.9775510204082
53153370056369.76,4677076151681.208,-135728901100304.58,-46884357431951.32,929.1448979591836
47671174297097.65,4194686401790.9565,-121729931505607.98,-42048742773679.31,928.461224489796
45354438379478.82,3990832078834.966,-115814068424423.28,-40005247312214.73,929.0744897959185
43762386982223.54,3850743996255.9985,-111748713450370.19,-38600965491546.0,936.6979591836734
62136134689330.9,5467488480549.725,-158666689425714.94,-54807677253009.36,951.6204081632652
54444380879194.3,4790674982667.445,-139025539570281.73,-48023103924733.08,957.0551020408162
68757933544978.16,6050154467937.066,-175575673553254.28,-60648488302740.35,962.5071428571428
53671166790711.67,4722638246326.095,-137051111869069.6,-47341084244309.34,968.223469387755
61114204236758.97,5377566868990.286,-156057155950765.06,-53906275607343.555,955.041836734694
61629117494515.56,5422875042563.769,-157372004105008.25,-54360458779568.29,949.8367346938776
125201813819576.23,11016769791671.412,-319707000251281.8,-110435266717080.22,944.3489795918368
49066399060612.47,4317455097532.4272,-125292684074317.62,-43279411828811.29,926.2224489795918
50858607220227.75,4475155423026.994,-129869147427625.08,-44860243775848.125,941.1183673469388
55589594219874.36,4891444835264.497,-141949880233114.28,-49033248842866.734,946.0173469387756
41910387938679.76,3687782835212.224,-107019571560385.3,-36967394951122.54,941.195918367347
42781113693658.2,3764399781839.953,-109242998846159.02,-37735425555246.78,942.691836734694
1880803822760.9043,165495870524.519,-4802695264019.723,-1658978162243.2253,941.288775510204
33702371716573.938,2965542203119.9033,-86060128664349.52,-29727448005296.094,933.5234693877552
55479802691016.875,4881784078219.443,-141669523999895.66,-48936406423859.96,928.2357142857144
44058500376110.93,3876799681372.982,-112504848079520.23,-38862154663302.945,926.1489795918368
47490126302881.16,4178755504798.45,-121267619263502.95,-41889047688541.41,947.0948979591838
42509565921762.1,3740505757556.6396,-108549592255039.56,-37495904654176.29,952.2581632653062
36230165679407.88,3187968059651.334,-92514934849103.12,-31957108973243.652,960.2632653061224
49537472900253.19,4358905992574.3516,-126495586633318.36,-43694926460083.13,965.2071428571428
40403006830676.305,3555145183117.1455,-103170423538849.62,-35637797225053.516,955.9040816326532
62328656601969.44,5484428940604.405,-159158300921423.78,-54977492930880.93,948.6714285714286
40791401481575.836,3589320749468.621,-104162202221931.5,-35980383677623.25,938.988775510204
40180249123711.3,3535544246281.381,-102601604519446.27,-35441311999923.984,941.7020408163264
45887471851820.21,4037734636710.3594,-117175187625300.31,-40475413533294.02,955.445918367347
48186767630583.63,4240054567552.679,-123046516257341.83,-42503526054917.45,943.473469387755
43441816655848.84,3822536406709.8413,-110930125688237.77,-38318203860067.89,952.15
37443975444522.875,3294773768886.233,-95614438280262.44,-33027759691256.78,935.1418367346938
49817715509205.41,4383565050600.1104,-127211195928588.53,-43942116651958.87,942.6357142857144
37837519241111.12,3329402519084.9907,-96619365375274.27,-33374888155587.957,937.6561224489795
57096313895928.3,5024024063446.769,-145797338999631.75,-50362262667623.836,940.5826530612244
41398315677001.76,3642724437621.4404,-105711977892690.2,-36515717296722.85,963.4020408163266
30402355223941.598,2675166796951.9624,-77633426727360.22,-26816641846506.766,970.2336734693876
33216392085659.41,2922779898277.058,-84819163468242.9,-29298785867888.145,975.3867346938777
25312384342340.902,2227289712969.509,-64636016570271.68,-22326992291810.81,972.1622448979592
23369177907205.996,2056302909468.003,-59673973991562.42,-20612971385293.777,956.245918367347
30557657461910.516,2688832196203.1436,-78029996266396.64,-26953627505659.93,958.6867346938776
36434329041873.09,3205932886684.024,-93036272428086.86,-32137192977139.152,955.6326530612243
34719707144539.562,3055059720819.9116,-88657928774996.3,-30624797002866.043,963.3153061224488
57070751838853.51,5021775291416.45,-145732065189490.94,-50339716284450.695,957.276530612245
35913567062659.375,3160110107473.501,-91706489585022.9,-31677850982635.984,957.2
49560634972270.664,4360944245981.8325,-126554731839019.6,-43715357092770.56,967.354081632653
37806208619923.84,3326647460211.463,-96539413037212.03,-33347270480124.492,975.2561224489796
34263682692279.613,3014933225038.9126,-87493454958742.98,-30222557040013.53,978.7602040816328
33523383074621.125,2949792702647.739,-85603075102950.88,-29569569774295.418,975.0204081632652
34110264518416.543,3001433624259.458,-87101696553320.05,-30087233276343.715,959.65
52437271077334.2,4614065487947.233,-133900317967961.67,-46252717113365.95,958.6
41429726914528.875,3645488589969.4414,-105792187382937.27,-36543424189398.875,956.1163265306122
42954926042284.05,3779693860141.469,-109686833948667.78,-37888737968262.46,950.6081632653062
39678055610713.06,3491355354825.1543,-101319236570528.17,-34998348436537.523,954.4
1965923761155.4868,172985756244.02493,-5020051945711.942,-1734058905746.2246,956.9438775510204
31128654397255.69,2739075516363.9023,-79488055638438.94,-27457280070645.367,962.8765306122448
34070142373467.844,2997903152533.6123,-86999243109209.4,-30051843120315.094,958.85
39180330061886.23,3447559325153.2515,-100048277752060.69,-34559325386523.96,949.7367346938776
44410844973366.89,3907803233171.6763,-113404571681569.33,-39172943034510.6,930.3632653061223
46073550277348.04,4054108199407.7373,-117650344734803.39,-40639545678818.56,940.1204081632652
42977247342675.91,3781657973582.4863,-109743832671046.97,-37908426767738.055,924.2020408163264
44041090269636.47,3875267745551.797,-112460391041972.38,-38846797999448.2,916.658163265306
35924805359601.805,3161098902113.406,-91735187001591.48,-31687763679517.8,917.7836734693876
34267789497253.195,3015294610522.5513,-87503941296786.28,-30226179456099.22,911.0510204081633
37274676691144.4,3279876929745.9565,-95182128782113.72,-32878428631528.54,912.0959183673468
37487947471946.875,3298643017449.08,-95726722606726.53,-33066545720488.242,918.2102040816328
44908297170384.03,3951575001966.9966,-114674832475235.28,-39611724606299.08,908.5
40538787687889.695,3567092749116.621,-103517144583901.83,-35757563705768.05,908.1010204081632
45674523299241.19,4018997029639.462,-116631416342593.17,-40287580865370.266,909.0102040816328
31159703172682.594,2741807549578.3135,-79567340222642.16,-27484666968154.02,914.3377551020408
34998906212427.754,3079627093186.6333,-89370872179244.95,-30871066812519.703,907.5224489795918
32231819209404.46,2836145258515.313,-82305024414440.98,-28430335509454.54,902.8489795918368
34721027586842.547,3055175943862.5977,-88661300341586.95,-30625961769616.36,911.0561224489796
29333991145769.44,2581159337145.8047,-74905323675439.56,-25874283002350.914,911.2724489795918
26704413391823.035,2349777307153.4673,-68190609028091.84,-23554842773388.555,920.1734693877552
33704113369290.465,2965695535131.0596,-86064576037990.72,-29728984390427.89,921.569387755102
38393298029292.3,3378306546376.5957,-98038565366889.17,-33865117183497.05,914.9632653061224
68206328080092.77,6001617221089.174,-174167130151684.75,-60161939603294.31,915.2755102040816
34343290651136.53,3021937958185.074,-87696736715544.89,-30292775674425.45,901.4397959183674
34294806515226.42,3017671696510.6953,-87572930753024.66,-30250009758863.645,896.8183673469388
34105804105592.31,3001041044355.3213,-87090306903241.31,-30083298791073.496,899.9530612244897
48625026707936.55,4278617781812.8853,-124165624827021.84,-42890095686631.44,918.9775510204082
41503000879087.38,3651935925647.1777,-105979295429005.31,-36608055824717.7,923.8357142857142
34337932833638.863,3021466614271.2363,-87683055126307.7,-30288049914300.547,925.7408163265306
32167929366193.53,2830523450258.3384,-82141879076297.86,-28373980872963.97,923.7051020408164
33849972941826.45,2978530030540.193,-86437033389088.16,-29857641029918.6,933.0102040816328
34367616654647.785,3024078652583.118,-87758853748620.34,-30314232927198.566,933.3183673469388
31611029133346.8,2781520689792.9404,-80719815036611.89,-27882762551820.902,924.2867346938776
40576020262079.984,3570368923712.6343,-103612219853281.67,-35790405074347.25,936.6367346938777
39555946002897.17,3480610615530.4653,-101007425638538.33,-34890640592871.348,925.2846938775508
33382430500691.453,2937389996187.6016,-85243148087059.98,-29445241449847.504,930.830612244898
30987085584609.805,2726618507413.116,-79126555074498.62,-27332408059106.29,934.3132653061224
36310715569035.59,3195055922344.6978,-92720621511975.61,-32028158814413.82,939.238775510204
33224895956803.39,2923528230267.9307,-84840878498147.11,-29306286907341.6,942.788775510204
32666906104185.973,2874429504469.8657,-83416032732739.95,-28814107386179.645,936.276530612245
28499650067766.434,2507743888480.244,-72774805615555.17,-25138345618274.67,936.9336734693876
28591685236135.63,2515842226279.2056,-73009820470085.92,-25219525920505.86,941.0857142857142
39481059291162.98,3474021036238.476,-100816199871185.39,-34824585890540.38,942.5785714285714
43382369489467.73,3817305433545.0103,-110778325225724.73,-38265767795435.7,964.1744897959184
31512353581760.5,2772837984007.037,-80467844306476.19,-27795724984648.406,967.9948979591836
34503276682634.547,3036015506365.961,-88105266269694.72,-30433892690499.8,970.526530612245
38062872388612.14,3349231797117.859,-97194812324255.86,-33573662712573.973,969.3663265306122
30666054122174.004,2698370338096.344,-78306790446701.66,-27049239763792.746,968.5979591836737
32302014810548.008,2842321952740.561,-82484270438983.23,-28492252046516.492,961.6846938775512
28074910790028.973,2470370225543.5527,-71690219848998.9,-24763700998134.383,954.0418367346938
33992262075516.07,2991050290259.036,-86800373382026.7,-29983148172731.03,962.7683673469388
35322387916254.29,3108090925124.1577,-90196893837855.11,-31156396480872.996,960.9326530612244
43124618807564.97,3794625671047.4155,-110120150093790.06,-38038417163953.38,954.1857142857144
31349039359557.42,2758467701229.513,-80050816002343.88,-27651672490478.305,942.9051020408162
29006133708429.062,2552310484782.1006,-74068128509803.66,-25585093666150.35,940.8010204081633
32750700985372.848,2881802796641.48,-83630005743672.84,-28888019339285.77,937.7612244897958
32575037734653.023,2866345825648.204,-83181443565521.08,-28733074138510.023,942.9214285714286
38361670618244.76,3375523838973.894,-97957803393950.9,-33837220334165.836,944.0969387755102
32271205570841.707,2839611080790.035,-82405598258970.9,-28465076707469.113,943.1602040816326
30342281155240.977,2669880889891.867,-77480025405883.97,-26763653233447.742,931.6265306122448
31312901853353.273,2755287802041.934,-79958537679814.27,-27619796982097.46,931.180612244898
30978706036330.527,2725881109807.1104,-79105157820146.84,-27325016721523.867,931.7071428571428
46231230659310.34,4067982675719.765,-118052986849173.6,-40778628641519.78,924.3030612244896
38718424016467.305,3406915239314.245,-98868785193258.88,-34151897425308.566,929.0336734693876
35533754378839.48,3126689456380.7144,-90736625443893.77,-31342833921982.77,943.9153061224488
43315732145542.11,3811441915267.095,-110608164603229.62,-38206989874813.56,948.9653061224492
30456539584679.05,2679934617742.6396,-77771788202062.0,-26864435632240.73,949.7408163265306
25625974889014.723,2254883138091.398,-65436779880972.43,-22603597140820.387,950.5081632653062
27836924674546.285,2449429261538.954,-71082514561760.98,-24553783342250.74,951.0622448979592
28845734075825.9,2538196570629.714,-73658542649368.03,-25443611834790.55,957.0928571428572
35019804193103.06,3081465886378.051,-89424236325145.95,-30889499968278.168,965.5765306122448
41426545665532.02,3645208312156.957,-105784064102330.22,-36540617542339.61,967.1836734693876
44641751831346.016,3928121084807.535,-113994200243540.66,-39376616122863.07,969.4336734693876
47947636818616.76,4219013122887.265,-122435887535061.05,-42292599050476.695,968.8163265306124
32551176856433.965,2864246252772.121,-83120514175809.27,-28712027478055.18,975.0438775510204
32841954644634.0,2889832405674.334,-83863024965393.64,-28968510376794.547,979.8020408163266
36109817995238.52,3177378403440.5337,-92207622876765.86,-31850955276865.953,981.5204081632652
35497478183651.32,3123497404476.794,-90643992634213.14,-31310836117134.17,982.8979591836736
34818834207910.664,3063782015149.022,-88911052794296.95,-30712232598522.117,992.0897959183674
28419384320384.46,2500681099163.616,-72569844484804.94,-25067546527145.18,991.3897959183672
37275337579953.414,3279934959373.6772,-95183815895489.05,-32879011273209.895,994.588775510204
31479286428138.78,2769928253614.6177,-80383406131612.36,-27766557679241.582,991.2
25529702792389.504,2246412036033.6245,-65190946515305.7,-22518679801418.664,989.3153061224488
31060392371400.367,2733068969701.6865,-79313746360468.36,-27397068965108.066,986.2632653061224
28723070508721.277,2527403083484.5884,-73345317140114.28,-25335415348695.19,976.8122448979592
62593015591975.38,5507690437105.096,-159833349709655.03,-55210672736298.66,974.6908163265306
45626190589641.52,4014744029386.7505,-116507997108741.61,-40244948368526.664,966.8867346938777
28067260461857.145,2469697001619.3564,-71670684270925.25,-24756952843364.906,966.4510204081632
26618568244399.3,2342223494762.241,-67971400678656.94,-23479122173170.402,969.304081632653
34025729879530.855,2993995187519.8857,-86885834615049.52,-30012668730564.008,963.2561224489796
30990023456097.777,2726876978239.01,-79134057010992.88,-27334999366700.355,967.2224489795918
39072511590784.58,3438072050038.1333,-99772959619023.8,-34464223042491.098,982.291836734694
2369415629668.6133,208489842112.71558,-6050381788966.649,-2089962130267.4575,984.2714285714284
28945407332649.89,2546966962041.516,-73913061600315.1,-25531529318248.03,983.8551020408164
27728582738301.742,2439896040580.3833,-70805859570236.31,-24458219458271.953,987.3489795918368
32271114180560.355,2839602861896.623,-82405364958757.33,-28464995814141.387,995.3765306122448
28628907174768.508,2519117476990.61,-73104867889585.56,-25252357857027.574,996.6897959183674
62595337902236.21,5507894717938.904,-159839279393687.56,-55212720974596.19,1012.219387755102
72897540722001.58,6414407189447.969,-186146297862025.4,-64299862024918.64,1016.3561224489796
47812078876430.555,4207084880068.607,-122089735722665.61,-42173028661019.266,1018.5479591836736
43606335095618.18,3837012684245.1445,-111350229017678.02,-38463318568145.89,1014.0071428571428
71255939282053.1,6269959233006.333,-181954413778986.44,-62851874238483.04,1029.4234693877552
51573846884437.445,4538090745261.607,-131695535254199.58,-45491126390158.77,1032.288775510204
43659384058263.71,3841680651371.3604,-111485691312929.48,-38510110957378.086,1030.4397959183675
41825822955497.84,3680341736367.922,-106803631724153.52,-36892803546856.42,1032.8316326530612
58709612950427.05,5165981781251.597,-149916951784506.22,-51785286330694.336,1035.89693877551
45902876236889.055,4039090107256.993,-117214523014181.1,-40489001045591.75,1050.2489795918366
31610743295507.598,2781495506071.7905,-80719085904309.89,-27882510453870.844,1059.4479591836734
42943767756864.41,3778712007399.7163,-109658340950725.84,-37878895692724.85,1061.3775510204082
43092178235825.57,3791771055319.8394,-110037312294854.14,-38009802565057.38,1066.5010204081634
90612321019658.23,7973168199305.205,-231381579360989.44,-79925327208215.6,1056.2765306122449
37224741105920.81,3275482933431.993,-95054616133693.02,-32834382371352.664,1047.5683673469389
32137265839639.918,2827825358890.5254,-82063578529115.4,-28346933928274.203,1055.4918367346938
28537537693855.98,2511077681041.3994,-72871553043423.98,-25171764688524.473,1050.15
41425353897242.14,3645103748115.353,-105781020549135.98,-36539566809657.82,1057.5255102040817
42760667164557.6,3762600866532.5244,-109190787781982.16,-37717390848336.75,1054.038775510204
25933502493729.434,2281943237684.144,-66222062321994.23,-22874854593088.582,1054.3020408163266
33173092282725.06,2918969905291.6157,-84708595900296.27,-29260592986333.668,1054.3438775510203
32096699518449.492,2824255888228.112,-81959991072816.34,-28311152147450.57,1057.0857142857142
39229628239757.47,3451897234148.999,-100174161738644.86,-34602809263249.68,1067.9163265306122
35615578299746.72,3133889335835.7134,-90945565532319.97,-31415007418888.824,1062.65306122449
34423020513475.023,3028953723444.5728,-87900329356948.67,-30363102274137.305,1068.345918367347
24918738634417.82,2192652022777.137,-63630828983425.02,-21979773917569.965,1062.9051020408162
48517453102011.45,4269152318864.3413,-123890931998041.4,-42795209767360.93,1067.784693877551
31291739035579.324,2753425697413.3247,-79904497501038.62,-27601130205770.555,1062.5357142857142
24796161047834.496,2181866157997.0298,-63317823245227.76,-21871653388901.383,1065.0704081632653
36167905298230.055,3182489887181.5283,-92355950721939.16,-31902192102209.203,1053.2479591836734
32773264734093.566,2883788206508.4316,-83687622828936.97,-28907921804094.57,1059.2795918367349
33512441255268.64,2948829868550.111,-85575134960015.34,-29559918410164.18,1066.6295918367346
34616290621768.812,3045959900971.215,-88393850698690.44,-30533577589928.305,1076.841836734694
22537988461925.04,1983164796864.6555,-57551504584219.21,-19879814096865.164,1079.6642857142858
31196344080608.54,2745031573938.295,-79660903689815.67,-27516986160887.87,1087.3183673469389
33298382670081.74,2929994418422.024,-85028529047500.12,-29371106291916.12,1095.6755102040815
31774397678178.855,2795895804110.1885,-81136982864163.28,-28026863158540.81,1093.187755102041
32763731931149.523,2882949527160.381,-83663280331922.31,-28899513538623.887,1083.6316326530614
27848275347428.965,2450428079769.7773,-71111498802078.05,-24563795357855.973,1083.091836734694
4523230974299.583,398008568619.97723,-11550220965298.867,-3989752280121.333,1079.738775510204
38871706099830.516,3420402659776.6396,-99260195937630.33,-34287100745938.785,1063.9622448979592
34477299544324.6,3033729706321.706,-88038932503715.25,-30410979253978.945,1056.427551020408
29521535015695.293,2597661659899.9966,-75384222794315.36,-26039707396929.85,1048.1622448979592
30552671751641.867,2688393555619.919,-78017264758037.11,-26949229871536.97,1044.5448979591836
28529343154912.934,2510356637184.464,-72850627988186.95,-25164536631268.85,1051.9989795918366
26099978134070.906,2296591745714.71,-66647163352696.25,-23021695696326.258,1060.7510204081634
21175320388769.93,1863260761067.7168,-54071885906323.75,-18677861676942.418,1063.4142857142856
22662698298702.645,1994138252927.5776,-57869954864654.45,-19989815304394.76,1069.1204081632654
37461820643475.46,3296343924785.104,-95660006548070.73,-33043500019587.668,1081.2
64043582143671.7,5635328824006.312,-163537419568278.72,-56490156588276.12,1099.812244897959
74414820529214.39,6547915442426.575,-190020722208003.28,-65638190177677.06,1107.8489795918367
31785903599646.09,2796908207077.828,-81166363452542.88,-28037011958450.996,1108.639795918367
30203154380751.066,2657638752891.7134,-77124760477875.05,-26640935191665.242,1108.1510204081633
35194196050400.64,3096811005172.6514,-89869551799211.52,-31043323746133.5,1109.415306122449
37260684786917.47,3278645669918.565,-95146399469486.02,-32866086732577.16,1112.3744897959184
38877375417421.59,3420901743768.4136,-99274672772776.3,-34292101843170.52,1106.1408163265307
28400816980834.816,2499047381719.8022,-72522432177941.12,-25051169154884.137,1105.2316326530613
42225632855192.22,3715521888347.24,-107824559447544.19,-37245459137922.516,1104.2173469387756
42994709310854.28,3783194598067.4917,-109788422123528.5,-37923829367516.28,1104.2642857142855
40632602592557.53,3575347720711.4663,-103756703780585.69,-35840313839377.22,1101.3591836734693
33119216174330.65,2914229192551.8115,-84571021595932.8,-29213071090530.94,1108.591836734694
35340001479721.02,3109640687736.8755,-90241870583971.84,-31171932488280.777,1109.6510204081633
46684425785654.75,4107860399652.1353,-119210236233875.28,-41178373378929.43,1114.6826530612243
46042787657411.37,4051401239776.4727,-117571791313738.5,-40612411053107.125,1126.6357142857144
37671540999051.414,3314797732024.0176,-96195534727638.55,-33228485733225.29,1124.430612244898
38645306491754.516,3400481329265.323,-98682076978960.58,-34087403232143.74,1112.8061224489795
23723053821062.44,2087441160877.0054,-60577608186091.484,-20925110462122.773,1110.937755102041
22933784328256.375,2017991723651.8618,-58562182077973.2,-20228928992372.09,1121.2816326530613
42384271118746.46,3729480719605.9336,-108229647621026.75,-37385387163506.875,1117.772448979592
27662829158729.02,2434110219729.7153,-70637955734901.97,-24400220943665.043,1124.0102040816328
19823841285804.742,1744341321649.542,-50620838976994.9,-17485778709851.236,1130.5520408163266
19682103063703.625,1731869466413.6863,-50258905697197.81,-17360757352985.516,1135.341836734694
32756957992873.594,2882353306364.6675,-83645983147778.67,-28893538266306.773,1138.845918367347
33795997672534.85,2973780624654.992,-86299205473421.16,-29810031620744.285,1140.8755102040816
34828861771349.402,3064664445660.437,-88936658269319.06,-30721077603619.906,1141.4591836734694
36353322426342.625,3198804951688.1045,-92829419554096.31,-32065740459610.406,1139.6714285714286
37375082542275.07,3288711784417.661,-95438517824535.56,-32966992189765.195,1138.226530612245
47551404271458.24,4184147651959.454,-121424093942663.19,-41943098605739.97,1133.648979591837
44647838110952.69,3928656767640.3315,-114009741827486.12,-39381984801964.97,1130.8
61563620940603.35,5417112304135.688,-157204756064432.9,-54302687680724.09,1127.1938775510205
50442437265754.37,4438535886848.561,-128806443148074.38,-44493157849830.89,1135.7173469387756
48460402667852.85,4264132438123.862,-123745251704729.61,-42744888158231.33,1140.134693877551
43496192195603.87,3827321062589.8047,-111068975100560.47,-38366166225008.11,1129.9877551020409
53313484332945.414,4691165106518.952,-136137758155825.36,-47025587748783.68,1131.538775510204
61043227630770.414,5371321356609.989,-155875913769508.34,-53843669738313.61,1133.0683673469389
43524932178447.055,3829849869696.6753,-111142364699079.62,-38391516561192.04,1133.6142857142856
40702386403463.164,3581488166059.161,-103934898676406.38,-35901867183566.84,1130.5602040816327
41778328056256.83,3676162516373.9424,-106682352604246.27,-36850910328953.19,1126.608163265306
56614456175716.45,4981624415900.947,-144566899264087.2,-49937236236733.09,1122.027551020408
42190432480580.09,3712424463036.3096,-107734674152627.72,-37214410246053.75,1130.6265306122448
40195460531791.52,3536882760212.6226,-102640447170266.28,-35454729330416.29,1130.3326530612246
59658713948976.1,5249495260208.692,-152340512025303.94,-52622448586039.97,1125.958163265306
44914988390782.68,3952163856663.3096,-114691918895808.05,-39617626789767.9,1129.8316326530612
56995262992221.984,5015132521761.631,-145539302129443.8,-50273130129326.35,1134.9877551020409
40243827486899.56,3541138547532.697,-102763954107371.16,-35497391649568.22,1132.4255102040815
37408496723403.15,3291651957425.247,-95523841980383.72,-32996465412600.082,1132.958163265306
33795933742825.926,2973774984886.0776,-86299042261368.16,-29809975219348.383,1133.607142857143
38664896339771.68,3402205115561.7637,-98732100170872.83,-34104682653640.758,1131.158163265306
37373993746356.14,3288615791619.026,-95435738092089.5,-32966031577135.707,1127.869387755102
47502688073161.664,4179860599283.73,-121299696269018.36,-41900127495337.414,1116.711224489796
38709457266132.71,3406126210192.9014,-98845888030885.17,-34143988136074.11,1116.3724489795918
31351551295980.34,2758688592600.9897,-80057230362597.36,-27653887931174.68,1117.265306122449
39086602677563.81,3439312014775.4307,-99808941694405.97,-34476652304505.996,1116.8428571428572
52698840599762.79,4637081409539.229,-134568244313104.72,-46483436362106.43,1113.3051020408163
34882511180286.477,3069385187111.604,-89073653936545.8,-30768399564900.355,1108.3204081632653
27387726745420.34,2409903334125.4526,-69935472489209.54,-24157564553185.242,1106.428571428571
24780181942940.176,2180460037700.0642,-63277019929455.836,-21857558737724.94,1117.6857142857143
36217335422765.13,3186839108887.5215,-92482172199533.83,-31945791922192.438,1120.1061224489797
43238317385555.75,3804629973045.762,-110410483307961.5,-38138705439514.08,1107.4755102040815
35455937467137.4,3119842063317.3247,-90537917078332.05,-31274194653060.883,1109.676530612245
32574169233089.746,2866269292601.3433,-83179226096147.02,-28732307911392.61,1111.0867346938776
39277847714010.95,3456139832730.8867,-100297292124373.98,-34645341106672.883,1097.6704081632652
41882216687154.35,3685303715253.571,-106947635229464.56,-36942545739338.836,1100.9571428571428
88676893406729.53,7802865188310.746,-226439398472058.03,-78218166215910.56,1088.84693877551
46920405713467.375,4128624563336.3164,-119812820493925.5,-41386521218845.22,1095.569387755102
39477944327792.73,3473746906801.5312,-100808245436984.3,-34821838189978.086,1087.4163265306122
43074293155733.76,3790197177079.019,-109991642165120.75,-37994026656257.375,1101.4183673469388
41209811246381.09,3626137556480.9526,-105230625309623.14,-36349445431907.02,1105.942857142857
38593136128482.734,3395890868730.088,-98548858279354.42,-34041386181035.98,1114.9051020408162
42152202530312.11,3709060549501.3516,-107637053024264.9,-37180689304546.875,1124.9479591836734
38555652497885.56,3392592626960.4756,-98453142577305.48,-34008323473745.31,1125.5285714285717
34477614369799.363,3033757496709.0557,-88039736418967.58,-30411257116393.45,1121.0540816326532
35081740221706.395,3086915716214.1265,-89582392053052.03,-30944131067554.633,1110.6357142857144
51338725073423.71,4517402014187.348,-131095144373778.19,-45283735623517.79,1117.8438775510203
50559490464249.17,4448835449505.893,-129105342362855.73,-44596405250621.336,1119.1204081632654
33331425282798.887,2932901903705.6924,-85112904827655.39,-29400251836238.402,1108.8326530612246
55809207851728.04,4910769132265.3955,-142510670699453.7,-49226960812254.36,1097.4336734693877
46930523401181.42,4129514940983.2573,-119838654318799.39,-41395445520623.56,1093.145918367347
47551420020050.016,4184148989920.9736,-121424134971571.14,-41943112552594.46,1086.6959183673468
40093330268351.09,3527895981409.3325,-102379654084342.98,-35364644313579.42,1080.4704081632651
38631049953104.46,3399226847309.998,-98645672546254.55,-34074828128151.49,1070.8173469387757
33985494315744.402,2990454701993.5913,-86783091606010.08,-29977178473359.22,1068.187755102041
59611096361779.945,5245304982738.699,-152218919750746.25,-52580446663830.2,1074.4755102040815
23379169361785.223,2057182082919.8325,-59699487654015.31,-20621784458557.273,1082.641836734694
