Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Close
22990234220055.51,2022958828522.7524,-58706328887786.42,-20278721040072.945,30063084168101.21,44273641934166.44,7820498116136.667,1804331896494.6404,-16964724108568.705,-48155776272024.73,14194733331102.459,-2309753906129.5415,1887.3816326530607
27416914660674.234,2412471744509.673,-70010004892381.95,-24183310200027.098,35851614611620.03,52798360030023.836,9326304704528.254,2151748982933.1887,-20231215861183.445,-57427984414960.95,16927874037023.324,-2754488136212.1973,1882.307142857143
30095098754443.953,2648130746976.291,-76848836981414.02,-26545623945317.01,39353730896468.9,57955895976225.19,10237332087288.564,2361939627116.633,-22207474656689.727,-63037759011228.99,18581450367209.996,-3023556627122.8027,1843.6244897959184
36150356724899.28,3180945536228.264,-92311139931445.06,-31886712895347.953,47271863688837.24,69616861256109.79,12297125519196.355,2837171652825.0146,-26675710232570.926,-75721215983336.88,22320114949025.65,-3631908590675.7246,1860.8755102040816
33318130034563.555,2931732049844.6133,-85078954693849.38,-29388524676592.938,43568314441615.9,64162676295600.195,11333698050426.906,2614891284059.3604,-24585781665018.945,-69788780890828.8,20571428692493.504,-3347364143259.368,1866.70612244898
21936808629083.902,1930265708200.6287,-56016371582315.0,-19349538517674.79,28685576649755.297,42244998504123.64,7462158440947.306,1721656368739.71,-16187390775650.494,-45949251358429.79,13544322506085.99,-2203919686598.284,1871.7765306122449
31573909046300.527,2778254286084.267,-80625028370322.55,-27850020333491.32,41287490743629.195,60803727646882.77,10740373194358.332,2478000451856.2627,-23298703754988.797,-66135302640013.23,19494504294383.316,-3172127700828.137,1876.508163265306
41449291300687.945,3647209792471.0776,-105842145844616.47,-36560680602977.23,54200993097091.85,79821330172169.56,14099643365678.062,3253045518383.5425,-30585847316465.33,-86820463557202.72,25591807155395.43,-4164275096471.6226,1903.107142857143
31341511445011.25,2757805144831.985,-80031593396900.58,-27645032201474.477,40983596972525.914,60356186024373.84,10661319428387.283,2459761321276.4897,-23127215266429.574,-65648518237829.195,19351016375813.87,-3148779459774.4688,1894.980612244898
40458546790536.29,3560032299628.147,-103312246853996.9,-35686786775152.92,52905450888547.52,77913395556321.7,13762625713874.285,3175289280961.3594,-29854766652641.45,-84745232139393.31,24980096640169.21,-4064738576982.2617,1890.038775510204
27539078737319.24,2423221171113.442,-70321954809975.62,-24291065901049.176,36011361824360.875,53033618428850.04,9367860756179.97,2161336725432.0095,-20321361985483.277,-57683871431157.88,17003301192179.57,-2766761528608.431,1879.6408163265305
30309794509667.715,2667022293060.6226,-77397069656414.72,-26734998078490.76,39634476956305.05,58369348132892.81,10310364299430.596,2378789471267.162,-22365900748944.03,-63487464755848.26,18714008716609.86,-3045126471793.9307,1886.6989795918369
33503997324255.246,2948086789829.481,-85553573143222.7,-29552470226554.71,43811362655502.4,64520611838272.9,11396923782475.906,2629478683976.013,-24722935247150.66,-70178101832287.1,20686188051732.7,-3366037353640.019,1904.0744897959185
31235737111192.855,2748497848547.389,-79761495144588.55,-27551733107166.11,40845281671490.125,60152490196115.56,10625338582504.418,2451459868938.21,-23049163295757.242,-65426961426317.836,19285708649825.016,-3138152672694.5986,1919.0806122448976
38457293085466.805,3383937677258.0127,-98201978793134.22,-33921564637166.273,50288519333995.81,74059463867653.56,13081867043307.377,3018225879429.407,-28378021739370.074,-80553368144792.47,23744474015400.01,-3863678909417.7134,1905.386734693877
37433979039944.58,3293894085196.6377,-95588911969305.42,-33018942121236.52,48950386792096.74,72088807770318.61,12733770269593.857,2937913573690.6562,-27622908048238.133,-78409915001823.4,23112654940898.617,-3760869905352.614,1904.3734693877552
34932004673800.914,3073740163215.4194,-89200037557989.08,-30812055639504.11,45678690594849.6,67270609378773.375,11882683470861.217,2741552325574.889,-25776676164178.4,-73169232937577.69,21567874708383.87,-3509504603996.966,1935.9530612244896
63494760149679.77,5587036774136.0205,-162135984556147.22,-56006063702160.98,83028659026393.2,122275581751949.23,21598764280573.008,4983229696932.255,-46853419314424.37,-132997316662998.55,39203218822149.234,-6379111746327.326,1953.054081632653
50208211286857.76,4417925442110.175,-128208340051749.89,-44286556377315.94,65654558195799.88,96688896060572.67,17079130952981.152,3940467836837.6875,-37049142303293.8,-105167061839242.2,30999778988534.312,-5044255028354.013,1966.1928571428573
37419791477128.26,3292645815737.6475,-95552683945124.25,-33006428142022.445,48931834938385.93,72061486288847.88,12728944197328.828,2936800094072.2373,-27612438787376.492,-78380198030051.06,23103894923347.35,-3759444628647.4883,1959.272448979592
54936341170498.01,4833963603289.428,-140281777164632.8,-48457041577909.38,71837277987272.58,105794133032464.62,18687480436174.367,4311543401369.462,-40538076464576.914,-115070691744730.08,33919041748844.05,-5519275077501.01,1940.8693877551025
55667027446745.875,4898258259712.733,-142147608753156.8,-49101549331315.68,72792757031558.62,107201258341824.3,18936035121308.668,4368889462429.5195,-41077257034834.35,-116601200986413.14,34370185135509.02,-5592684900649.593,1994.3061224489795
47175415818206.36,4151063563183.0933,-120463995531925.84,-41611454939258.97,61688736377972.56,90848463899421.77,16047476768180.506,3702446231365.417,-34811211742544.64,-98814511786577.02,29127256252735.023,-4739560363358.052,1988.388775510204
33786944626263.473,2972983960037.8525,-86276088367380.89,-29802046233959.926,44181357661235.586,65065499990204.195,11493172860994.113,2651685068385.8345,-24931724772244.87,-70770768577822.67,20860886486196.402,-3394464284462.8823,1988.8408163265303
33121338407576.16,2914415912459.503,-84576440842020.05,-29214942997203.477,43310980600600.836,63783703175871.1,11266756211575.059,2599446603770.727,-24440567240081.195,-69376577475625.57,20449924828334.73,-3327593027018.6104,2012.494897959184
37038591002520.086,3259103140664.7305,-94579275804285.77,-32670187113618.227,48433359535811.94,71327386143366.38,12599272713661.92,2906882538859.295,-27331147233020.355,-77581728192181.58,22868532576563.2,-3721146570110.8003,2002.7602040816328
38355570471043.11,3374986946515.545,-97942226545109.92,-33831839467830.215,50155502349863.77,73863570602013.05,13047264461954.44,3010242388190.736,-28302959457577.773,-80340298056608.83,23681667801847.87,-3853459335614.751,2006.481632653061
35739188987118.09,3144766067975.6777,-91261209465011.03,-31524039164559.086,46734202026122.44,68825051504484.86,12157260211489.404,2804902154051.5854,-26372305393122.188,-74859976429230.98,22066249845346.348,-3590599959564.9644,2007.6571428571428
43271261404622.91,3807528842481.041,-110494607406989.2,-38167764162200.89,56583485070925.49,83330005002089.3,14719415841134.525,3396038327907.1465,-31930297184772.656,-90636796748613.25,26716735850232.28,-4347322597011.987,2013.4418367346937
33863215878924.324,2979695225937.9985,-86470849541279.8,-29869321911751.92,44281093406672.47,65212380023287.58,11519117761223.734,2657671040891.84,-24988006116743.453,-70930527717421.0,20907978271491.164,-3402126997846.046,2028.1265306122448
35248541182203.54,3101592900561.9614,-90008324101581.02,-31091259270916.465,46092608317968.18,67880182337258.9,11990358469807.879,2766394911193.848,-26010251594941.027,-73832256307047.16,21763312051127.695,-3541306032251.026,2014.980612244898
43083873245428.83,3791040222439.0854,-110016105360067.28,-38002477018877.5,56338447897742.37,82969140593530.89,14655672749929.01,3381331593715.197,-31792021445730.62,-90244290013541.31,26601037637719.188,-4328496479997.3745,1999.6122448979595
42500306439454.58,3739690989705.2183,-108525948032518.64,-37487737265999.93,55575349331828.65,81845331754670.97,14457163107293.195,3335531758980.611,-31361401556935.785,-89021940113491.84,26240729062266.48,-4269867517981.587,2023.848979591837
103348937212669.9,9093890177141.656,-263904952168795.22,-91159762570579.72,135143811637166.17,199025106810958.47,35155803931249.066,8111085819796.282,-76262213315708.22,-216476626611813.94,63810159604099.38,-10383133446365.842,2018.488775510204
33228007012697.242,2923801912924.852,-84848822532607.1,-29309030894169.844,43450465334488.32,63989121085829.47,11303041249868.89,2607818209725.8237,-24519279039863.83,-69600007417004.74,20515784628773.18,-3338309725158.886,2033.095918367347
37143846053898.92,3268364829779.9595,-94848048160809.1,-32763028310147.297,48570996198751.65,71530082038945.58,12635076922710.621,2915143176744.384,-27408815826701.844,-77802197722387.77,22933519338534.09,-3731721346387.484,2043.144897959184
59243892553344.22,5212994284082.519,-151281252388567.56,-52256552166373.08,77470030617572.5,114089436836490.03,20152763300247.695,4649610686944.839,-43716660972504.65,-124093370151363.95,36578628280817.11,-5952041517414.015,2050.5989795918367
72914435533357.98,6415893893291.28,-186189439400606.84,-64314764407879.66,95346259067410.52,140415602941471.4,24803018445852.797,5722509588091.072,-53804291728103.734,-152727946162421.3,45019156320915.72,-7325476207997.543,2054.0071428571428
45577007157766.67,4010416368262.6655,-116382405444012.53,-40201565872049.836,59598584483449.97,87770314438413.25,15503752319037.213,3576998916955.2803,-33631729559757.246,-95466455257578.56,28140359022720.035,-4578973867372.328,2034.6
56943020761793.734,5010535641346.728,-145405899746761.8,-50227049476627.16,74461304803358.58,109658513107065.88,19370084708422.938,4469032480538.34,-42018824875622.086,-119273920731743.6,35158014057386.043,-5720880148040.147,2024.3102040816325
42559375176520.84,3744888472344.9526,-108676781305227.56,-37539839031262.9,55652589990536.305,81959083319883.67,14477256202722.959,3340167551916.243,-31404988901882.426,-89145665959860.73,26277199595066.273,-4275802047969.8203,2020.3183673469389
45550742618518.48,4008105126286.954,-116315339039947.72,-40178398886963.85,59564239073762.66,87719735872586.47,15494818078759.52,3574937868612.9297,-33612349416476.895,-95411441073291.16,28124143573403.297,-4576334403202.344,2004.8877551020407
42182597315530.22,3711735085606.2144,-107714667163993.78,-37207499340145.4,55159898284748.54,81233500623079.69,14349089225696.932,3310597132572.5386,-31126960814396.816,-88356460587065.6,26044567680069.69,-4237948308848.1895,1998.0510204081636
38473208087608.74,3385338199779.7676,-98242618059978.72,-33935602771009.902,50309331027252.4,74090112223929.92,13087280782602.68,3019474812955.4272,-28389765218855.914,-80586704281375.36,23754299808381.15,-3865278197267.8057,2007.7316326530613
35585178243269.46,3131214295196.2715,-90867937790118.62,-31388192628262.98,46532810411170.73,68528463847048.12,12104870944869.922,2792814976837.0737,-26258659334531.305,-74537382540797.9,21971159869966.85,-3575126968304.476,2003.344897959184
42261274446664.21,3718658057519.748,-107915571112525.92,-37276897038483.39,55262780139501.086,81385013290818.92,14375852455964.586,3316771795805.1665,-31185017190282.527,-88521258786682.3,26093144614344.164,-4245853042881.31,2009.4438775510205
37697021008306.8,3317039769546.117,-96260599276180.83,-33250960638016.65,49294352856581.48,72595363716664.19,12823248299467.574,2958557846548.3604,-27817009462998.766,-78960888451327.34,23275063447602.496,-3787296698779.866,2001.9061224489797
31467443187250.83,2768886172610.19,-80353164168581.25,-27756111319869.414,41148271274793.414,60598700056715.875,10704157115432.832,2469644701533.5947,-23220141406881.59,-65912297339739.0,19428769488318.8,-3161431545868.088,2004.672448979592
60611642807635.445,5333345346084.266,-154773848375027.25,-53462987026390.04,79258563061822.56,116723393678891.62,20618025531192.855,4756955269248.771,-44725937898520.77,-126958285286040.16,37423111205445.59,-6089454581663.255,2047.054081632653
39249843718461.55,3453675897171.6436,-100225783006059.19,-34620640297041.387,51324895074531.89,75585724907548.61,13351465863006.781,3080427184108.8037,-28962852590621.227,-82213459649414.64,24233813896722.285,-3943304070943.525,2049.7530612244896
39940499092160.82,3514448088016.4688,-101989394707512.75,-35229838428930.5,52228027583923.58,76915760596963.58,13586403423531.85,3134631624972.512,-29472494246589.57,-83660119367086.5,24660241608173.953,-4012691831300.2695,2071.047959183674
56302042901226.3,4954134501253.44,-143769141376380.3,-49661669529085.38,73623132141723.61,108424144358053.33,19152045752384.03,4418727001000.255,-41545841225706.305,-117931315944038.2,34762259180384.57,-5656482872176.3955,2073.662244897959
32397686976324.086,2850740268337.9136,-82728572701207.56,-28576640321739.617,42364700716686.71,62390125060059.95,11020594501988.021,2542652581496.4043,-23906577611216.484,-67860803509516.17,20003124749309.97,-3254890096711.998,2070.9897959183672
42929160404871.484,3777426754117.3486,-109621040701593.61,-37866011299239.64,56136138562975.66,82671200777310.55,14603044642362.73,3369189226078.158,-31677857035705.016,-89920225724782.05,26505513774976.945,-4312953206805.1562,2073.441836734694
42861082026735.87,3771436294370.0483,-109447200291158.81,-37805962047448.48,56047115779878.14,82540098196946.75,14579886671133.22,3363846320199.42,-31627621525169.254,-89777627184986.92,26463480842436.816,-4306113389477.904,2059.6938775510203
36987042516785.77,3254567236254.5376,-94447644889655.44,-32624718231183.797,48365952297598.22,71228116033664.17,12581737627128.568,2902836852281.657,-27293109071649.047,-77473753687487.94,22836705262397.367,-3715967652854.195,2058.2744897959183
36334424132430.77,3197141991988.7715,-92781162017999.61,-32049070950266.098,47512558609690.37,69971330505622.47,12359738980939.71,2851617691806.269,-26811535385314.74,-76106766923674.06,22433762654940.46,-3650401265200.978,2058.988775510204
35623351023796.24,3134573210234.015,-90965413061835.38,-31421863231649.098,46582726929222.234,68601975285828.4,12117856017643.139,2795810840215.785,-26286827323355.305,-74617339874779.6,21994728587439.094,-3578962163265.9,2052.733673469388
34560790636425.88,3041076268787.6147,-88252130052076.6,-30484623286330.062,45193274160231.38,66555740654182.92,11756409023090.14,2712418464896.055,-25502753536513.32,-72391681070514.86,21338677975791.09,-3472209995923.0312,2077.8030612244897
45629972290149.195,4015076769435.9727,-116517653734783.19,-40248283997554.82,59667843729673.48,87872312461833.33,15521769240215.307,3581155811186.0493,-33670813293306.72,-95577396784026.62,28173061332857.453,-4584294854431.499,2084.1
70907803629128.08,6239326031534.239,-181065437464121.97,-62544798283391.11,92722294817792.5,136551313771151.08,24120430232700.824,5565023981252.655,-52323577969753.81,-148524816749932.94,43780212808407.25,-7123876415152.649,2109.7785714285715
47649917531251.234,4192816049076.2354,-121675651507444.0,-42029993124508.72,62309216966108.49,91762239707343.84,16208886162177.87,3739686259124.0776,-35161351096387.14,-99808412361096.47,29420224863514.938,-4787232187635.593,2108.5
36534583483125.445,3214754574158.791,-93292275521571.77,-32225623350880.004,47774296677077.67,70356789137501.11,12427826423111.715,2867326618185.266,-26959234662546.63,-76526024814536.2,22557345464875.24,-3670510939574.138,2113.8908163265305
50035158309571.984,4402698468100.269,-127766442967879.48,-44133914051268.09,65428267518016.82,96355637542148.27,17020264180523.248,3926885906271.3594,-36921443843606.03,-104804582576461.72,30892930479569.63,-5026869880864.356,2132.434693877551
44306486755003.24,3898620547931.8096,-113138088986927.89,-39080892980934.38,57937193453979.71,85323598598320.52,15071564334109.195,3477285265933.15,-32694199906278.965,-92805198933744.02,27355908826699.46,-4451328775473.327,2135.3795918367346
44286419691476.08,3896854757114.8276,-113086848087198.55,-39063192720026.68,57910952677294.14,85284954930805.11,15064738270577.99,3475710519572.482,-32679392654674.76,-92763166577695.42,27343519372438.88,-4449312208739.258,2141.009183673469
33303520703926.81,2930446594066.951,-85041649147099.72,-29375638447867.7,43549210839049.55,64134542161452.37,11328728436882.809,2613744638538.8135,-24575001115285.56,-69758180040445.234,20562408275627.05,-3345896557921.0005,2137.3214285714284
38129441162854.51,3355089294060.456,-97364797926740.58,-33632380174739.11,49859805165908.52,73428100123136.45,12970342917159.344,2992495201803.98,-28136096474161.09,-79866643379678.66,23542050139703.844,-3830740724960.1846,2141.8561224489795
37769946950979.61,3323456690526.968,-96446817547304.77,-33315285511238.33,49389714170342.914,72735801135644.64,12848055198672.541,2964281184941.829,-27870822058366.973,-79113640151617.77,23320089554099.773,-3794623561743.55,2153.2826530612247
39101060037341.69,3440584151508.178,-99845859063408.06,-34489404564225.406,51130338791226.39,75299203606369.56,13300854732986.514,3068750284666.5693,-28853063635762.01,-81901814659910.23,24141951216032.957,-3928356262185.3633,2139.984693877551
28653144376021.164,2521250139476.531,-73166758328648.62,-25273736435259.57,37468165105045.97,55179039819316.35,9746828096697.562,2248771395924.631,-21143442123005.36,-60017414096685.45,17691152549016.438,-2878688143405.5723,2134.4816326530613
38386521135336.03,3377710319552.4756,-98021260654292.22,-33859139763603.625,50195974682172.32,73923174476824.55,13057792871521.793,3012671585386.2134,-28325798552156.016,-80405128086088.48,23700777828223.55,-3856568536657.6504,2116.433673469388
38786709477657.76,3412923721274.8965,-99043154313279.58,-34212129001209.21,50719279344689.375,74693840187467.8,13193923314162.998,3044079282301.698,-28621101303118.156,-81243369803559.73,23947863663300.164,-3896774403269.032,2111.931632653061
34807208208093.84,3062759043361.36,-88881365530749.39,-30701977866913.125,45515500958597.914,67030281429311.13,11840231932225.438,2731757974890.316,-25684587599870.688,-72907831823494.22,21490822332450.195,-3496966713488.1167,2120.3785714285714
36142798751256.8,3180280509946.9795,-92291840506595.72,-31880046355655.67,47261980581736.54,69602306503925.56,12294554560913.586,2836578481488.0063,-26670133139814.465,-75705385025512.14,22315448463502.586,-3631149242965.7104,2119.702040816326
39836538705185.68,3505300486129.9067,-101723928234208.28,-35138139460657.15,52092084548254.07,76715557921989.48,13551039624690.467,3126472472122.0107,-29395780595964.105,-83442362149603.78,24596053583217.71,-4002247515675.536,2163.547959183674
47501999270947.0,4179800449986.024,-121297936988194.77,-41899520653687.79,62115792414488.39,91477384647124.02,16158569365425.145,3728077190446.979,-35052200541709.164,-99498579921660.78,29328896285956.188,-4772371525682.869,2190.8459183673467
46840121575525.69,4121560415165.81,-119607810453640.97,-41315706108015.875,61250290624350.93,90202768122955.34,15933421044361.273,3676131425876.734,-34563794536322.566,-98112198417471.3,28920237038081.31,-4705874668993.392,2199.9704081632653
57251417615331.414,5037672230380.74,-146193401251012.4,-50499073577296.164,74864578993087.69,110252411004950.88,19474990878559.383,4493236189459.18,-42246393782967.19,-119919894705505.23,35348425524732.71,-5751864020727.395,2203.555102040816
38930482612158.15,3425574683040.8174,-99410284131925.34,-34338945402705.184,50907283902965.93,74970712803785.34,13242830096947.117,3055362974943.0127,-28727192932588.957,-81544520072026.17,24036632631334.426,-3911218812083.6396,2204.794897959184
37077849535387.05,3262557632733.841,-94679523612792.48,-32704815469163.062,48484696074905.195,71402988481437.56,12612627115432.09,2909963574241.9395,-27360116277181.367,-77663960009247.11,22892771430048.305,-3725090950983.739,2203.512244897959
32784608529150.746,2884786347116.2056,-83716589636700.9,-28917927663509.7,42870657172997.79,63135242541547.47,11152212104205.65,2573019148774.514,-24192090807528.11,-68671256606948.125,20242019487844.242,-3293762967067.1235,2217.668367346939
53368333901237.875,4695991269393.547,-136277818438874.55,-47073967997621.5,69786879462457.33,102774529492393.06,18154097519556.695,4188482268381.671,-39381028404170.09,-111786314068608.58,32950915991449.273,-5361742279889.865,2213.822448979592
44106663602139.82,3881037545120.3193,-112627834826936.0,-38904637280192.8,57675894876537.63,84938788044661.2,15003591352527.79,3461602900485.3335,-32546749095124.95,-92386645567216.25,27232534024555.812,-4431252497060.533,2202.873469387755
31950076530707.766,2811354037483.2227,-81585584494978.33,-28181821855649.168,41779384537852.18,61528135367377.44,10868332608745.275,2507523025355.8906,-23576281512068.816,-66923230031148.086,19726759329282.156,-3209920023118.8984,2228.830612244898
30966886396080.56,2724841184356.9873,-79074975889867.75,-27314591297346.504,40493720420662.71,59634748654065.58,10533884697756.277,2430359743377.669,-22850775512051.2,-64863821873895.26,19119713406782.605,-3111142265667.477,2234.866326530612
37532022474269.586,3302521328977.071,-95839269242383.92,-33105422484671.06,49078593596664.62,72277615948079.11,12767121367522.453,2945608189349.2183,-27695254920946.816,-78615279199725.92,23173188778303.117,-3770720373443.6855,2268.014285714285
41092791405360.73,3615840778729.984,-104931811289565.06,-36246227248571.51,53734818075985.016,79134797378466.03,13978374200126.566,3225066388105.0566,-30322782082385.01,-86073732504358.55,25371694831121.04,-4128459115528.2007,2314.931632653061
37571899408306.29,3306030155326.057,-95941096860979.1,-33140596271445.496,49130738431328.74,72354409629911.62,12780686180047.361,2948737914133.5337,-27724680729854.94,-78698806463001.03,23197809984111.773,-3774726419101.977,2301.717346938776
32554095586067.566,2864503037614.351,-83127967300286.02,-28714601913353.09,42569227863319.14,62691330375778.12,11073799439934.535,2554927942250.45,-24021993061900.28,-68188419909684.99,20099695232402.15,-3270604027324.9595,2313.276530612245
40085089661451.53,3527170964202.729,-102358611555947.3,-35357375791150.89,52417101001899.164,77194207176988.61,13635588243656.004,3145979436425.903,-29579188992590.19,-83962981613360.6,24749515235722.234,-4027218460888.5845,2324.077551020408
46368687056505.25,4080077874207.4697,-118403986979068.92,-40899873508006.81,60633821020437.27,89294899246616.0,15773055043710.686,3639132137682.216,-34215918506344.617,-97124722765031.61,28629162136199.727,-4658510973368.9,2296.7602040816328
46101410871013.4,4056559681816.5303,-117721488103018.28,-40664120339584.72,60284318483721.93,88780189631347.45,15682136713363.146,3618155563384.52,-34018692613061.934,-96564880998904.53,28464139129802.7,-4631658712149.564,2260.1969387755103
48864627434964.52,4299700812387.5337,-124777453919032.25,-43101437684201.01,63897626735050.21,94101477980079.19,16622089329199.896,3835019940980.4775,-36057698121952.0,-102352766078757.0,30170217147740.12,-4909269775300.559,2241.551020408164
40257214355116.59,3542316492578.0146,-102798137629920.38,-35509199624482.84,52642178792190.89,77525677723908.6,13694139219296.678,3159488273898.937,-29706201704854.562,-84323516894833.52,24855789535677.66,-4044511110631.683,2209.661224489796
49483452214614.39,4354152540506.172,-126357643555299.61,-43647277090197.836,64706830636920.41,95293185073102.22,16832592515400.096,3883586810973.146,-36514334955623.19,-103648968308352.75,30552294435872.793,-4971441220145.915,2207.3520408163267
44036013484563.94,3874821016369.6724,-112447427172077.9,-38842319939051.27,57583510086039.18,84802732848139.77,14979558564923.62,3456057977086.6685,-32494615280161.254,-92238660820569.34,27188912344280.32,-4424154883114.664,2184.3489795918367
71992090879176.9,6334734773973.226,-183834201394192.88,-63501202719186.81,94140158582606.5,138639389588803.08,24489268043644.766,5650121661416.729,-53123684484916.766,-150795985343238.7,44449678390258.38,-7232811148383.192,2214.7938775510206
48260001076710.15,4246498535782.965,-123233520339872.9,-42568122218871.11,63106989884180.46,92937113529049.25,16416415935544.217,3787567263143.7803,-35611538094698.734,-101086304605230.58,29796905743470.73,-4848525093495.085,2229.670408163265
51903319888944.88,4567081849413.01,-132536856170249.44,-45781740982716.195,67871160822404.46,99953266127976.05,17655749457272.723,4073504111946.8164,-38299979364158.875,-108717668713678.8,32046379707753.03,-5214557642242.499,2229.726530612245
37919241239329.97,3336593454833.476,-96828045551965.38,-33446971856384.137,49584938338947.49,73023306009021.4,12898840083289.555,2975998193605.389,-27980987778038.69,-79426354844968.64,23412267454677.07,-3809622726682.3965,2243.104081632653
87473973125496.5,7697017663434.589,-223367700853107.47,-77157120488829.0,114384976516651.64,168453755870670.03,29755679098309.547,6865178765773.144,-64547920116585.2,-183224624471654.94,54008571420280.44,-8788225797337.403,2255.995918367347
37945201616030.21,3338877687029.364,-96894338245779.62,-33469870520791.53,49618885188983.76,73073300667273.22,12907671040481.662,2978035908013.644,-28000144937682.32,-79480733134275.66,23428296678218.426,-3812229985336.9556,2256.842857142857
34645875071902.39,3048563100237.717,-88469395473964.23,-30559672772490.22,45304534691837.23,66719592460274.73,11785351846293.982,2719096015207.4966,-25565537900269.93,-72569900345897.27,21391210863928.492,-3480758493350.4033,2279.305102040816
35111203685358.293,3089508376343.5903,-89657628265411.67,-30970119791252.785,45913019823577.68,67615703551919.586,11943640931731.666,2755616278417.535,-25908908722285.188,-73544586854146.56,21678516268480.05,-3527508343893.6113,2300.7867346938774
37477680439506.234,3297739650647.123,-95700505358039.81,-33057489673559.26,49007533467092.12,72172966492319.25,12748636065690.184,2941343325752.7573,-27655155487532.74,-78501453567163.28,23139636748349.633,-3765260678594.6777,2282.6704081632656
39277593147976.44,3456117681761.042,-100296642316899.94,-34645117038660.01,51361181677805.1,75639163803509.72,13360905311008.006,3082605043517.405,-28983329152362.375,-82271584369750.0,24250946998257.99,-3946091984614.3184,2295.487755102041
37849128409467.23,3330424097084.324,-96649009967691.62,-33385128258080.23,49493255717576.69,72888285501459.42,12874990051772.277,2970495504317.2896,-27929250691625.477,-79279495257222.34,23368977894573.23,-3802578828173.485,2292.4010204081637
38957480915238.36,3427950415608.568,-99479225009119.83,-34362759613664.527,50942588472209.84,75022704946960.02,13252014005938.756,3057481793426.8086,-28747114993243.43,-81601071371818.48,24053301687161.277,-3913931513535.4854,2301.2908163265306
32679819507944.32,2875565814227.59,-83449007485573.94,-28825497809302.836,42733630494221.5,62933444301249.7,11116566457040.041,2564795023159.2437,-24114765839629.19,-68451763794024.21,20177320006250.953,-3283235256559.825,2282.5948979591835
30024301782480.215,2641901190013.22,-76668054641167.1,-26483176946300.4,39261153591747.04,57819558163227.35,10213249366947.46,2356383302834.683,-22155232856766.258,-62889466444366.836,18537738556202.203,-3016443885271.506,2270.676530612245
44088577934567.6,3879446351254.4565,-112581651919555.94,-38888684891083.42,57652246152116.81,84903959062273.19,14997439172064.256,3460183237291.219,-32533402779640.863,-92348763466481.77,27221366452410.03,-4429436177960.991,2265.7438775510204
38379565228431.484,3377098380260.11,-98003497763362.3,-33853004326586.965,50186879407913.62,73909778577789.86,13055426641245.727,3012125446779.2246,-28320665122520.582,-80390558185586.47,23696482294762.34,-3855870292949.1475,2255.917346938776
46627160966196.67,4102821517629.9277,-119064008341960.42,-41127862352850.02,60971813489809.46,89792657237348.3,15860979023911.33,3659417701414.11,-34406648764740.63,-97666127085000.42,28788749935677.438,-4684479179257.169,2256.123469387755
33343119090438.246,2933930898896.8467,-85142764941804.61,-29410566456577.664,43600991348869.84,64210799074880.22,11342198460063.686,2616852444913.4854,-24604221246768.434,-69841123438891.66,20586857425034.504,-3349874796050.094,2252.973469387755
35288594810509.19,3105117384067.522,-90110602035830.94,-31126588982818.832,46144984601269.52,67957315761825.39,12003983337262.537,2769538320927.199,-26039807271375.14,-73916153442407.42,21788041751428.906,-3545330397456.191,2237.861224489796
33580037411011.49,2954777818698.328,-85747744023031.83,-29619542161681.848,43910796584223.32,64667046717830.96,11422790048689.58,2635446431580.2065,-24779045743492.176,-70337377162091.56,20733136673099.953,-3373677085586.6064,2227.1642857142856
43973628520010.71,3869331634161.793,-112288124730438.2,-38787292691632.64,57501932753017.87,84682594163617.27,14958337260106.746,3451161746866.1094,-32448580595237.273,-92107988050122.72,27150394092335.67,-4417887440444.911,2228.0030612244896
38363063768993.09,3375646285381.9546,-97961361045645.8,-33838448967779.645,50165300972770.64,73878000915436.38,13049813418633.656,3010830479086.013,-28308488842958.418,-80355993806390.02,23686294310563.152,-3854212123999.9033,2195.4204081632656
46394695002707.73,4082366383250.42,-118470398671088.98,-40922813941744.05,60667830422103.74,89344983884535.92,15781901995307.541,3641173173831.727,-34235109731561.777,-97179199486289.42,28645219681305.8,-4661124174637.922,2171.285714285714
38091737379841.35,3351771705581.096,-97268519916468.77,-33599123310025.0,49810502143369.234,73355491665977.52,12957517364798.066,2989536067653.1206,-28108274330463.445,-79787668370910.64,23518770708941.26,-3826952901326.279,2184.126530612245
55676885564947.15,4899125627960.059,-142172781458365.66,-49110244540896.03,72805647852210.67,107220242349963.34,18939388441794.574,4369663071964.8115,-41084531365066.7,-116621849828269.11,34376271701160.33,-5593675342412.73,2191.6061224489795
37644732760394.45,3312438832540.1787,-96127078966341.61,-33204839336374.137,49225978375420.34,72494668843002.72,12805461579143.58,2954454063988.2524,-27778425249818.24,-78851364185115.11,23242779234964.156,-3782043701414.3545,2193.801020408164
37113942582757.375,3265733462304.229,-94771688013744.0,-32736651451983.32,48531892679834.13,71472494684026.28,12624904706997.15,2912796235223.084,-27386749742040.484,-77739560694630.4,22915056329727.78,-3728717087426.0215,2232.5714285714284
35201760662598.31,3097476665255.987,-89888868671692.53,-31049996287597.184,46031436294497.695,67790094498874.79,11974445342627.639,2762723423788.0845,-25975731657786.293,-73734269337958.11,21734428370137.062,-3536606245549.015,2236.1306122448977
