Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Close
11509712510461.174,1012763732035.02,-29390434371753.84,-10152234590064.186,15050627882144.242,22164928254003.457,3915213928812.8774,903311423603.5262,-8493132072485.485,-24108460130826.645,7106378080151.513,-1156343369752.7007,-1092262072425.3888,721.2162790697674
12448112556960.725,1095335525325.8174,-31786670001544.06,-10979957894570.78,16277722831431.057,23972060146911.98,4234425794461.418,976959412783.5236,-9185586798907.518,-26074050423919.06,7685769167098.846,-1250621439305.324,-1181315451714.4292,727.539534883721
10922973027521.764,961135262888.6475,-27892175511610.18,-9634696244866.953,14283380308320.35,21035009582918.39,3715625043384.536,857262633435.2927,-8060171186907.466,-22879464466570.508,6744110860586.668,-1097395513313.5894,-1036581001316.4794,731.1953488372093
13414607840617.574,1180379457199.8494,-34254647888771.234,-11832462810942.887,17541556332146.953,25833296761081.816,4563194713206.209,1052812415419.9651,-9898773364931.795,-28098489560390.727,8282507037886.935,-1347722053742.5632,-1273035057334.5571,722.5162790697675
11569073201314.584,1017987009847.329,-29542013785720.94,-10204594164656.367,15128250662800.385,22279242562711.0,3935406417678.586,907970186139.9636,-8536934880282.579,-24232798109434.08,7143028781342.62,-1162307191212.3164,-1097895348735.2971,728.6941860465116
12276998821157.84,1080278861133.033,-31349725372804.586,-10829025626229.383,16053966655404.584,23642536375323.617,4176218697538.3794,963529969269.4907,-9059320261383.87,-25715632381997.977,7580119357769.017,-1233430190919.286,-1165076931777.585,735.9476744186046
12003228939363.371,1056189293125.6638,-30650644836680.094,-10587544729058.227,15695972661056.773,23115321662018.16,4083091470176.719,942043806114.9298,-8857302687322.82,-25142188865810.883,7411087083345.566,-1205925464351.467,-1139096378779.2808,733.7732558139535
11203390298928.746,985809797398.0712,-28608230264588.645,-9882040592361.463,14650066922414.18,21575025510995.387,3811013484863.3394,879270455582.8369,-8267093792612.65,-23466831807358.805,6917247196408.544,-1125568229321.3408,-1063192376174.3181,729.7255813953489
13580631637851.475,1194988235309.4924,-34678595162453.242,-11978905423555.21,17758656661719.945,26153018496504.992,4619670373823.599,1065842377206.4572,-10021283977476.43,-28446246120370.83,8385014179685.434,-1364401930081.476,-1288790597550.4038,737.0290697674419
12361274838187.656,1087694472831.6512,-31564927009425.79,-10903361948239.377,16164169794528.334,23804831650046.996,4204886540797.5103,970144174254.169,-9121508409764.848,-25892158487748.016,7632153478039.884,-1241897095684.6611,-1173074658124.0994,740.3209302325581
16115071777938.857,1417998951997.585,-41150372445815.14,-14214428768101.764,21072806869593.223,31033738447834.81,5481800968174.408,1264751643357.9246,-11891472674076.014,-33754932088063.895,9949839455164.941,-1619028937069.216,-1529306850995.6545,710.9593023255813
9421528557019.469,829020011289.4873,-24058187042472.51,-8310335055887.594,12320022652334.38,18143589933512.06,3204884545472.95,739425470372.9678,-6952240294454.667,-19734510654791.156,5817082328205.899,-946550260473.7158,-894095179503.6368,715.6581395348837
9577286222960.754,842725483656.8145,-24455919337165.363,-8447722392193.194,12523698637697.61,18443541549485.902,3257868016563.77,751649693181.313,-7067175335875.691,-20060763629613.414,5913250785540.058,-962198826806.1914,-908876457408.8689,714.006976744186
14207344605831.463,1250134043949.2397,-36278927595831.52,-12531702675255.32,18578175357740.137,27359916408311.664,4832856876705.1875,1115028385132.1018,-10483741701591.512,-29758970938090.848,8771962024358.908,-1427365790448.4133,-1348265129748.6558,705.6488372093023
12040122558446.557,1059435643577.3005,-30744853887808.008,-10620087039687.213,15744216477072.055,23186369838544.91,4095641422957.4067,944939298461.178,-8884526829234.318,-25219466943746.457,7433866065606.379,-1209632071777.536,-1142597571256.7544,717.8255813953489
9529919533114.557,838557572423.758,-24334966994867.145,-8405942204681.004,12461759716253.635,18352324782647.395,3241755478956.9424,747932256883.8961,-7032223044699.684,-19961548466282.945,5884005514017.994,-957439983007.0961,-904381398955.9222,720.7976744186046
8450551683886.569,743581747793.0782,-21578765165919.29,-7453877121148.846,11050328881877.73,16273722790748.232,2874591132672.2666,663220714210.6622,-6235746647998.265,-17700684292517.25,5217577324013.31,-848999466264.2465,-801950291863.3673,721.6511627906976
10193093922061.709,896911692489.5536,-26028404780033.047,-8990900519660.06,13328957027165.053,19629438513944.82,3467344909605.073,799979834009.3333,-7521585986671.9375,-21350645999136.992,6293465506943.206,-1024067035136.7467,-967316108799.1675,724.4732558139535
13598693318398.18,1196577565855.1094,-34724716242490.883,-11994836947688.002,17782275120836.8,26187800939658.49,4625814349234.836,1067259873315.4612,-10034611765571.895,-28484078580141.164,8396165739795.35,-1366216634072.7341,-1290504625472.7393,724.3558139534883
13363199839998.139,1175855972788.012,-34123375833476.723,-11787117982937.508,17474332952095.229,25734297343644.496,4545707449372.087,1048777765603.9398,-9860838835119.334,-27990809466359.04,8250766396159.859,-1342557301372.1387,-1268156512775.5496,735.296511627907
15197002002025.166,1337216098881.442,-38806050672774.62,-13404637982485.033,19872296855298.406,29265757655460.457,5169504763250.885,1192699180097.2031,-11214019722763.73,-31831925970293.582,9383000601564.607,-1526793526627.7126,-1442182790915.765,744.2069767441861
15999714385905.166,1407848412537.8372,-40855803546560.26,-14112676855484.658,20921960256684.855,30811587981337.504,5442560297352.91,1255698107979.115,-11806349312818.768,-33513302358578.773,9878614988021.342,-1607439338080.9778,-1518359535834.4653,750.9453488372093
13159192888768.809,1157904986059.4407,-33602437271754.05,-11607172031822.7,17207564146252.053,25341429197423.715,4476311204897.036,1032766777440.5624,-9710300038328.555,-27563492686564.844,8124807479444.158,-1322061416134.347,-1248796407081.8784,745.4151162790697
15257822139495.049,1342567758859.4146,-38961356868289.74,-13458284813497.416,19951827934469.188,29382882509547.336,5190193703005.61,1197472509101.219,-11258899560938.422,-31959320848902.496,9420552533304.379,-1532903881697.8296,-1447954583252.2932,743.8802325581395
15036292693837.49,1323074907619.3962,-38395674236913.76,-13262882990462.564,19662145832796.91,28956270388747.02,5114836910838.397,1180086350428.2864,-11095430852027.441,-31495301190719.88,9283774925438.441,-1510647442803.039,-1426931620783.6729,740.9779069767442
12913342947790.527,1136272139724.9407,-32974651265495.67,-11390318126061.512,16886079499709.43,24867981565389.277,4392681395218.3945,1013471853349.6,-9528884904692.014,-27048530785761.45,7973013709740.441,-1297361677057.9602,-1225465436877.6038,743.560465116279
2924234387488.4697,257309516258.30835,-7467129937936.018,-2579344501802.592,3823863026068.5103,5631369621905.068,994725386260.2517,229501337232.7148,-2157821801126.7544,-6125156328786.543,1805493807933.8765,-293788339738.9837,-277507391997.0419,747.7069767441861
8871519109228.525,780623563120.7052,-22653719468554.973,-7825194834221.278,11600805233743.225,17084404415687.623,3017789972495.0444,696259289922.5707,-6546382685665.664,-18582450585537.285,5477492857521.543,-891292732031.5193,-841899758204.0525,741.6627906976744
18290472441205.816,1609416976369.1365,-46705330488926.76,-16133258353650.27,23917460399647.246,35223035004820.22,6221798496107.435,1435482609533.2383,-13496722660674.979,-38311567099894.86,11292985142284.092,-1837584294893.3845,-1735750603262.905,746.646511627907
16093612597297.398,1416110708916.631,-41095575679746.12,-14195500509291.145,21044745852338.945,30992413215277.336,5474501276954.456,1263067466690.9338,-11875637722075.328,-33709983264774.62,9936590025391.846,-1616873009157.221,-1527270408456.673,750.7546511627908
13528667422129.424,1190415847614.4207,-34545902868923.477,-11933070070210.668,17690706063434.055,26052948033317.715,4601993924489.1455,1061764076517.7242,-9982938977675.521,-28337401076925.668,8352930055478.014,-1359181337883.5977,-1283859204456.775,752.3732558139535
15020544233635.531,1321689184429.041,-38355459930115.37,-13248991956237.584,19641552469438.836,28925942613691.707,5109479818070.173,1178850355698.3489,-11083809852260.016,-31462314139869.035,9274051382258.803,-1509065310435.9897,-1425437078644.3628,751.9906976744186
13758822288694.998,1210667630782.1333,-35133610744551.63,-12136079943864.76,17991667020255.293,26496170575914.656,4680284782140.029,1079827192484.7478,-10152772530167.25,-28819487563851.63,8495033315057.879,-1382304288944.5793,-1305700728828.5364,757.1674418604651
12018005663255.928,1057489538661.0416,-30688377917505.5,-10600578704763.87,15715295432299.37,23143778218705.168,4088118028667.5537,943203544794.0728,-8868206627817.045,-25173140645559.76,7420210615161.931,-1207409971005.5762,-1140498674411.079,760.8593023255814
11554890373928.434,1016739053399.0547,-29505797360699.02,-10192084103967.168,15109704637677.988,22251929794455.234,3930581892494.46,906857050592.0902,-8526469143161.28,-24203090508842.383,7134271841401.8125,-1160882375759.852,-1096549424301.6273,762.6139534883721
11533868157666.703,1014889222083.622,-29452116528188.555,-10173541227843.826,15082214868615.16,22211446120275.8,3923430847360.7764,905207209418.7589,-8510956757765.378,-24159056923214.508,7121292372503.809,-1158770217084.655,-1094554453542.0006,764.8988372093023
12583797910040.621,1107274761255.4656,-32133147030805.203,-11099640236107.277,16455151230626.87,24233357347792.812,4280581342561.67,987608331296.6371,-9285710357645.705,-26358259510615.28,7769544594611.818,-1264253321665.5178,-1194191907129.3103,764.082558139535
15024340352549.652,1322023239176.9875,-38365153409775.46,-13252340392929.48,19646516550579.81,28933253010540.62,5110771129648.865,1179148264003.9426,-11086610977160.7,-31470265619083.535,9276395098318.344,-1509446764198.28,-1425797321239.1746,758.7360465116279
14686312171733.188,1292279385723.7195,-37501987285853.945,-12954179845635.256,19204495248103.27,28282292355582.094,4995785401339.245,1152618988441.2664,-10837176714605.664,-30762225392568.56,9067688384166.797,-1475486046094.61,-1393718766696.5693,760.9476744186046
14135348208567.996,1243798947546.1455,-36095082380151.37,-12468197700722.016,18484029636110.12,27221268721539.516,4808366144485.173,1109377912462.7517,-10430614795174.84,-29608165975200.504,8727509621402.816,-1420132590680.0354,-1341432728506.0059,766.9337209302325
9905591437604.234,871613729372.6763,-25294257682320.348,-8737306626181.776,12953005513104.102,19075778173712.945,3369546320601.666,777415937577.051,-7309435098477.8545,-20748437862684.38,6115954540746.966,-995182525809.9708,-940032342862.2238,774.7127906976744
13935956819324.648,1226254057095.0046,-35585929845090.695,-12292322885376.27,18223296210289.47,26837289038770.266,4740539955096.234,1093729191234.2903,-10283481957866.451,-29190516951870.754,8604400598924.689,-1400100324836.4028,-1322510647223.3613,775.9651162790698
13791646524375.193,1213555908011.1204,-35217428715878.73,-12165032856704.05,18034589519355.14,26559382259213.88,4691450488639.364,1082403344817.7329,-10176993913860.586,-28888241961656.35,8515299835463.887,-1385601968717.8074,-1308815721574.285,778.5930232558139
18638418481116.508,1640033575372.4448,-47593822294405.01,-16440167136052.266,24372450936088.47,35893095163151.945,6340157962679.769,1462790253815.5315,-13753475342168.598,-39040381652462.72,11507815257753.174,-1872541495303.9666,-1768770313247.5112,781.6872093023256
16045879058103.037,1411910529717.9136,-40973686529979.03,-14153396760562.082,20982327242753.574,30900489973173.098,5458263953069.441,1259321234726.5007,-11840414704865.861,-33609999665417.914,9907118230382.5,-1612077344062.713,-1522740502494.709,774.0406976744187
19552110292479.984,1720431184702.9116,-49926964743668.37,-17246096256139.836,25567236090700.516,37652644994689.73,6650964918568.054,1534499113807.9546,-14427697748020.834,-40954217573489.336,12071951049085.965,-1964337058014.1594,-1855478961074.661,771.4953488372093
15597087420987.93,1372420451367.3074,-39827682185456.02,-13757536550669.064,20395466891975.23,30036225645981.684,5305600260438.777,1224098906567.4915,-11509246782059.877,-32669952447961.98,9630023147877.602,-1566988777669.3782,-1480150567597.804,781.6651162790697
13807206469290.393,1214925061040.176,-35257161488215.086,-12178757620779.201,18054936429434.77,26589346908647.02,4696743446986.429,1083624515130.4124,-10188475722515.992,-28920834091471.57,8524906891414.903,-1387165256206.972,-1310292362171.8928,784.9267441860464
11773408298423.01,1035966887692.7284,-30063790195219.785,-10384829575598.686,15395448635185.02,22672742588852.523,4004914281144.3,924006904912.4857,-8687715752415.754,-24660802234227.39,7269190217266.269,-1182836113560.1199,-1117286597357.4573,786.2813953488371
10679922371648.443,939748729765.6738,-27271537537151.645,-9420311457812.203,13965556146225.533,20566952663889.867,3632947448476.425,838187393550.4092,-7880821653290.567,-22370365999075.633,6594045410221.068,-1072977025363.9978,-1013515705866.0189,787.9023255813954
9168122504338.373,806722274700.7855,-23411106147188.336,-8086816179839.841,11988657259272.148,17655590966469.81,3118684388265.63,719537508014.381,-6765249407641.829,-19203721507324.457,5660623215318.971,-921091405298.5613,-870047173234.8778,789.2058139534884
13606009951997.027,1197221317919.6824,-34743399566441.25,-12001290555686.15,17791842491705.43,26201891014548.176,4628303213912.65,1067834135793.4006,-10040010908697.693,-28499404030136.35,8400683390629.108,-1366951580669.0083,-1291198999119.9182,782.7174418604651
11479041322909.234,1010064904348.2036,-29312114195487.82,-10125180764949.242,15010520837656.64,22105862744109.332,3904780600966.3066,900904222878.2985,-8470499394321.331,-24044215543856.89,7087440836918.901,-1153262041302.727,-1089351453847.6624,786.8825581395348
16909567619734.771,1487908252001.895,-43179144084403.77,-14915220120414.988,22111725894829.258,32563745650577.133,5752061499576.864,1327105711789.1887,-12477739210756.031,-35419097927338.99,10440380767626.336,-1698849231884.6716,-1604703911890.8762,789.4593023255813
10975057777527.918,965718331353.4142,-28025175476184.223,-9680638022349.777,14351488827158.734,21135312115313.043,3733342491868.986,861350327689.299,-8098604918806.001,-22988562158221.266,6776269096624.787,-1102628424302.761,-1041523835576.7343,796.896511627907
10981212174802.033,966259878169.413,-28040891045697.0,-9686066586895.438,14359536636671.86,21147164076249.656,3735436018470.002,861833350233.6982,-8103146326736.012,-23001453371902.664,6780068970981.195,-1103246712476.3633,-1042107880715.4745,800.1418604651162
13170164475436.068,1158870390059.7368,-33630453589054.535,-11616849591658.61,17221911068859.922,25362557820552.97,4480043364208.389,1033627858635.3351,-9718396097989.959,-27586473964833.117,8131581627923.85,-1323163677132.0833,-1249837613230.755,802.8802325581395
12551346083996.28,1104419286671.108,-32050280081332.004,-11071015877163.883,16412715837371.266,24170862895864.727,4269542327794.351,985061397699.5273,-9261763730063.611,-26290285300130.33,7749507918723.827,-1260993102332.3706,-1191112237572.6729,800.1220930232558
11538123677652.941,1015263713154.4851,-29462983220904.97,-10177294922099.98,15087779729473.91,22219641300154.832,3924878443710.0083,905541183860.3939,-8514096894188.555,-24167970775283.812,7123919730611.024,-1159197805208.9763,-1094958279348.0122,799.3244186046511
10938721562365.91,962521031844.3805,-27932389857728.914,-9648587397212.484,14303973897181.074,21065337430666.137,3720982159802.605,858498597639.593,-8071792121600.847,-22912451667894.707,6753834301616.093,-1098977787810.1371,-1038075515082.6223,791.3151162790698
16875483721298.64,1484909196222.868,-43092109717650.51,-14885156258809.95,22067156394856.047,32498108348627.883,5740467333675.528,1324430708397.2805,-12452588274813.64,-35347705250453.2,10419336410979.912,-1695425036885.2483,-1601469289137.357,771.1802325581396
20880614942584.836,1837329080969.911,-53319345568755.08,-18417914451731.2,27304449620337.457,40211024257417.39,7102877150762.699,1638763530798.823,-15408014648881.693,-43736928279236.56,12892202373439.066,-2097807586190.2449,-1981552923979.7134,746.2220930232558
17315395508187.842,1523617949736.818,-44215439135638.195,-15273183976571.064,22642405210820.56,33345272267117.543,5890110403233.086,1358956099633.7266,-12777203593690.879,-36269152759180.14,10690948715453.814,-1739621528147.7056,-1643216574369.7502,756.7476744186047
13236523062093.447,1164709394104.7734,-33799902504582.734,-11675381683224.182,17308684479360.268,25490348472773.723,4502616309264.205,1038835877946.0482,-9767362850499.55,-27725469836978.363,8172553171014.825,-1329830424930.9946,-1256134973536.1667,775.2313953488372
14670187889369.111,1290860530128.0051,-37460813377445.38,-12939957214621.893,19183410208770.75,28251240850811.883,4990300461484.066,1151353541793.227,-10825278545629.283,-30728451006888.492,9057733022071.549,-1473865997334.0063,-1392188588150.7114,784.6918604651163
14557489554194.27,1280944003810.777,-37173034304331.555,-12840550780966.29,19036040855649.26,28034210986984.52,4951964300901.363,1142508645935.507,-10742117185330.629,-30492391017300.43,8988150131188.16,-1462543691870.146,-1381493626467.4243,789.0697674418604
16441892206751.93,1446756551751.3423,-41984919320349.25,-14502703326707.006,21500172221541.562,31663115701362.504,5592974189042.692,1290401339299.0168,-12132636758811.879,-34439496310971.6,10151626401261.432,-1651863491819.3706,-1560321879462.5745,773.5337209302324
17674023340793.047,1555174354731.5493,-45131207100898.8,-15589514496860.924,23111363397742.562,34035902789381.367,6012103411696.985,1387102094064.676,-13041838612506.188,-37020341273314.58,10912374266426.611,-1775651747103.2188,-1677250099907.831,772.2220930232559
13054382498159.191,1148682489607.4712,-33334800427671.645,-11514723154023.254,17070509261661.74,25139589649299.86,4440658254519.6045,1024540984978.1813,-9632959398271.47,-27343954869901.824,8060094972467.623,-1311531452147.9194,-1238850029759.9053,782.9686046511629
12721592899311.973,1119399654383.219,-32485011115032.73,-11221183444897.736,16635338395110.105,24498717226806.66,4327454521585.747,998422805660.4299,-9387390586657.422,-26646887586463.445,7854622473468.93,-1278097198509.1077,-1207268566498.3162,797.7906976744187
10225915758503.121,899799750099.5494,-26112216393952.543,-9019851263990.37,13371876373021.3,19692645407062.25,3478509776019.7866,802555762553.7334,-7545805527844.408,-21419395233035.42,6313730482955.602,-1027364551879.5261,-970430909291.7834,808.7418604651164
11003896171275.89,968255892645.6404,-28098815346373.09,-9706075191532.72,14389199261444.873,21190847961053.55,3743152345663.648,863613646942.6713,-8119885068245.788,-23048967655624.055,6794074628429.09,-1105525714321.795,-1044260552078.9702,814.7441860465116
17700267713688.82,1557483656787.4097,-45198223050217.875,-15612663578537.191,23145681749378.266,34086443172264.324,6021030866368.65,1389161830805.626,-13061204619388.887,-37075313268072.0,10928578204632.307,-1778288412919.5564,-1679740648857.166,817.0186046511628
9927861725958.018,873573367730.0449,-25351125539830.746,-8756950348711.472,12982127291046.488,19118665335395.875,3377121912810.1763,779163734024.2726,-7325868471790.476,-20795085696366.793,6129704623246.531,-997420041377.6134,-942145788841.6085,820.9279069767442
7855280015079.237,691202566872.4169,-20058719132178.08,-6928812989849.651,10271924436546.86,15127373247266.37,2672099898195.123,616502272586.3759,-5796489678454.648,-16453817138434.123,4850041957577.683,-789194502953.6404,-745459505309.1936,829.8151162790698
12642217814402.836,1112415214297.1118,-32282324090558.293,-11151169906902.32,16531543625969.984,24345859892679.56,4300453800413.922,992193281065.3501,-9328819036099.893,-26480626752571.4,7805614574111.166,-1270122542827.8662,-1199735913320.9485,834.0651162790698
14641713874688.229,1288355070653.2007,-37388104071778.98,-12914841532962.223,19146176400958.355,28196406808015.855,4980614572698.997,1149118815185.192,-10804267231152.174,-30668808921190.57,9040152372526.832,-1471005353812.9365,-1389486427731.0718,830.7511627906978
15736136400624.936,1384655612633.4143,-40182748443734.83,-13880185742847.215,20577293529707.16,30304000427791.42,5352900003966.559,1235011856751.731,-11611852536635.684,-32961206950882.562,9715875564600.246,-1580958451200.2302,-1493346223750.851,834.1093023255813
14645384630286.488,1288678118047.0662,-37397477367650.625,-12918079422075.197,19150976645592.035,28203475751795.55,4981863237327.582,1149406860370.1914,-10806975774387.076,-30676497848430.54,9042418582751.705,-1471374288963.0315,-1389834773101.061,823.3488372093024
14409182832915.203,1267894220452.1567,-36794328183381.23,-12709735710313.951,18842108322737.406,27748608079531.562,4901515391487.908,1130869143682.1628,-10632680106642.266,-30181745094762.883,8896581824397.48,-1447643860644.8335,-1367419426558.143,818.6662790697675
14866830429675.38,1308163576879.325,-37962946570424.06,-13113407428122.82,19440549259166.625,28629926877800.79,5057191581357.3125,1166786491405.5793,-10970382874685.51,-31140342323843.883,9179144683753.94,-1493622196523.4456,-1410849820432.03,810.0906976744186
18225218240906.89,1603675207845.893,-46538701651938.46,-16075700500527.936,23832131334704.25,35097371170453.1,6199601239017.011,1430361239757.346,-13448570735012.01,-38174884628352.82,11252695307589.531,-1831028619564.9116,-1729557997354.7375,824.2151162790698
17796311907298.44,1565934842358.393,-45443475067090.37,-15697380222584.566,23271273756921.51,34271401113148.066,6053701849450.936,1396699585379.7598,-13132076460367.254,-37276489389244.11,10987878040366.88,-1787937790763.0776,-1688855147936.333,844.0488372093023
13602563873527.627,1196918153151.2727,-34734599775333.31,-11998251005336.506,17787336484173.85,26195254652538.56,4627130974399.427,1067563625628.3757,-10037467838576.896,-28492185928015.38,8398555449971.121,-1366605542422.0076,-1290871954529.0334,851.7546511627907
11773878649341.086,1036008297212.3187,-30064991188397.367,-10385244477060.494,15396063789027.982,22673648331335.637,4005074273204.26,924043791424.2001,-8688062749093.59,-24661787489952.605,7269480509005.971,-1182883445242.9595,-1117331248621.145,853.6279069767442
14530006786793.092,1278525834403.3884,-37102856176458.016,-12816309558352.334,19000103490797.56,27981285888264.98,4942615614616.067,1140351682414.383,-10721837187845.154,-30434825387573.305,8971181296287.752,-1459782775254.808,-1378885486897.8752,858.1953488372093
16423545170107.105,1445142221276.2827,-41938069518903.15,-14486520285917.979,21476181019373.76,31627783758428.586,5586733160512.187,1288961383916.832,-12119098163582.525,-34401066403077.008,10140298294719.621,-1650020365110.0042,-1558580714162.904,859.4941860465116
17299231316715.926,1522195688833.0005,-44174163169230.32,-15258926297216.297,22621268416507.223,33314143847952.508,5884611885910.202,1357687429717.052,-12765275681646.031,-36235295036793.836,10680968279904.576,-1737997760053.3523,-1641682609383.6208,853.7953488372092
13798886331907.19,1214192978238.1309,-35235915657787.445,-12171418805427.396,18044056725917.715,26573324288623.062,4693913215183.5625,1082971504352.1544,-10182336131897.02,-28903406594761.01,8519769731976.782,-1386329440750.7634,-1309502782954.3533,858.8069767441859
13198696825440.604,1161381022876.5208,-33703311941996.855,-11642016805227.115,17259221328434.645,25417504274288.13,4489749106375.922,1035867147882.5778,-9739450391866.553,-27646238431423.84,8149198166410.741,-1326030237420.9907,-1252545311037.442,844.3058139534884
13151705912606.459,1157246175856.6128,-33583319039146.61,-11600568053252.496,17197773794206.492,25327011076932.35,4473764383465.346,1032179183329.62,-9704775346206.6,-27547810315210.176,8120184865529.879,-1321309193896.299,-1248085930668.1782,851.2372093023257
20718630313362.73,1823075701181.5894,-52905712404417.81,-18275034573810.914,27092631069271.836,39899080927467.9,7047775463383.024,1626050561609.0662,-15288484572682.547,-43397632220484.75,12792189103392.803,-2081533506143.185,-1966180757306.2864,863.9674418604651
13463639673132.615,1184693827766.0178,-34379852289339.266,-11875711641966.975,17605672491096.684,25927720175102.33,4579873660765.132,1056660560739.8413,-9934954495892.895,-28201192493791.8,8312780563167.698,-1352648054907.4165,-1277688219891.3433,857.6197674418605
19894540277656.74,1750562277098.4868,-50801371154038.28,-17548139321092.77,26015013077471.688,38312082504032.695,6767447987666.631,1561373918555.9365,-14680380366185.89,-41671477743810.06,12283375858066.31,-1998739782903.5117,-1887975278264.221,850.3546511627907
12243585561087.002,1077338759874.3835,-31264403504973.41,-10799553195871.63,16010273946414.46,23578190507467.695,4164852640884.0073,960907613245.3639,-9034664283205.832,-25645644341593.15,7559489194840.516,-1230073269401.8267,-1161906035371.223,860.7441860465116
17223372298986.324,1515520650728.8257,-43980454713120.55,-15192014177186.94,22522071509686.504,33168057720582.79,5858807221437.225,1351733860364.6348,-12709298677074.63,-36076399215839.336,10634131246112.867,-1730376327430.9822,-1634483654092.1274,868.1104651162791
10953153395747.018,963790940002.1991,-27969241812961.023,-9661317111714.252,14322845724500.693,21093129514563.082,3725891361362.0522,859631193864.4537,-8082441385318.912,-22942680821026.918,6762744708393.258,-1100427840805.8188,-1039445112687.3707,871.0837209302325
12375078792896.027,1088909138340.4141,-31600175940097.203,-10915537889180.918,16182220595451.084,23831414790165.418,4209582184733.825,971227533844.7874,-9131694444150.828,-25921072652325.613,7640676291118.999,-1243283966390.96,-1174384648028.5254,872.1302325581395
13406654040255.205,1179679587848.5908,-34234337582284.965,-11825447091252.465,17531155614573.896,25817979639664.477,4560489093139.805,1052188167683.3093,-9892904148106.027,-28081829419013.926,8277596119622.105,-1346922979744.1904,-1272280284009.7651,878.8418604651162
10318987931659.625,907989368068.1808,-26349879368819.082,-9101946349910.303,13493581786516.684,19871880022722.14,3510169788409.1904,809860326605.5642,-7614484463257.41,-21614345958689.242,6371195583745.735,-1036715171835.5348,-979263328380.1914,879.1058139534885
12174893004594.207,1071294346220.7217,-31088994772556.23,-10738962353473.402,15920448365356.16,23445905217145.117,4141485760569.6636,955516453736.5099,-8983975382392.63,-25501759587553.75,7517076768210.313,-1223171927754.3643,-1155387173486.533,872.6395348837209
13505536400986.373,1188380368031.082,-34486837046795.145,-11912666936603.113,17660458388746.62,26008403200285.414,4594125512780.333,1059948765705.5117,-9965870639820.94,-28288950047270.098,8338648821902.986,-1356857161494.58,-1281664157948.936,848.6558139534883
14829373749430.371,1304867637009.4077,-37867299674529.65,-13080368381035.031,19391568990326.426,28557794323863.094,5044450083051.664,1163846825597.159,-10942743320606.717,-31061884690956.992,9156018184806.059,-1489858946531.6943,-1407295214858.895,842.4139534883722
16675659273904.246,1467326218047.4507,-42581851144064.016,-14708899449499.139,21805856793298.594,32113294545029.0,5672493808714.811,1308747942926.7124,-12305135741110.33,-34929149122357.848,10295959829652.713,-1675349396909.7932,-1582506168915.1,835.846511627907
13988882054338.078,1230911021132.1824,-35721076307609.95,-12339005948116.996,18292503585390.57,26939210293165.258,4758543316181.926,1097882914774.3629,-10322536099302.52,-29301375178314.977,8637078021310.911,-1405417445012.5198,-1327533290482.1235,855.7325581395348
10299616550712.064,906284839298.098,-26300413750184.97,-9084859631816.523,13468250924175.229,19834575291803.617,3503580279023.6206,808339972699.3911,-7600190045828.021,-21573770271880.68,6359235116227.467,-1034769065642.3448,-977425065995.7533,856.9383720930232
11538421025106.049,1015289823067.7972,-29463742355870.99,-10177557071436.64,15088168393450.803,22220213764344.152,3924979560330.2754,905564511480.3417,-8514316341932.93,-24168593421338.023,7124103395409.857,-1159227638956.8447,-1094986584202.1135,845.6593023255814
13200222493914.645,1161515240483.3296,-33707207710804.16,-11643362474477.895,17261216244388.217,25420442279911.887,4490268077806.339,1035986893696.9734,-9740576238131.031,-27649433985625.754,8150140234102.173,-1326183482898.2742,-1252690101433.1199,844.9546511627908
20937714602851.53,1842353371902.8074,-53465151421039.055,-18468279604045.12,27379115682723.35,40320984366518.57,7122300504460.798,1643244854890.085,-15450149084242.69,-43856530248767.14,12927457138705.83,-2103544168585.151,-1986971690562.1716,830.6709302325581
17701137033024.324,1557560145339.2124,-45200442938170.19,-15613430365746.234,23146818500965.17,34088117300447.0,6021326581218.436,1389230064706.9473,-13061846121401.61,-37077134188619.836,10929114965154.316,-1778375722759.0537,-1679823155671.9158,806.739534883721
19176610734890.094,1687390240585.599,-48968114076624.08,-16914883929358.742,25076215833534.67,36929523483002.234,6523232707101.079,1505028925823.1504,-14150612752107.344,-40167689258256.37,11840108266928.777,-1926611955562.0183,-1819844344273.8696,809.6837209302325
15636354644213.346,1375875650578.2834,-39927952140885.82,-13792172480536.076,20446814492377.793,30111844695140.023,5318957619866.94,1227180669726.2668,-11538222399881.482,-32752202173873.203,9654267647127.43,-1570933896897.3455,-1483877008888.3206,805.6453488372093
27836880199656.414,2449425459081.661,-71082400583055.1,-24553744223449.02,36400781134440.83,53607112075927.2,9469162706633.885,2184708825228.8857,-20541112341971.586,-58307652251948.91,17187170624058.762,-2796680986885.07,-2641696715295.679,770.189534883721
18935876806678.945,1666207519219.7898,-48353392075714.984,-16702542579299.74,24761420963672.324,36465928093819.04,6441343190422.424,1486135554203.6846,-13972972893857.125,-39663443398670.5,11691473409557.496,-1902426079458.2334,-1796998904877.3477,775.9604651162791
18693210807403.4,1644854815661.037,-47733736327797.85,-16488497054220.127,24444099720218.777,35998611922294.51,6358796441753.935,1467090515545.8,-13793907243264.215,-39155150571517.74,11541645524065.064,-1878046199997.5015,-1773970106433.3928,766.2372093023255
