Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Close
122645080018676.86,10791797650749.492,-313178298278548.5,-108180080403409.97,160376329536591.2,236184822451853.72,41719697796675.33,9625497164868.057,-90501033083171.42,-256894688244942.47,75724074354481.0,-12321751574650.22,-11638914282237.588,2198.512244897959
131789909630318.02,11596470212437.902,-336529925974051.06,-116246350790726.95,172334527429627.5,253795557370913.97,44830458777836.97,10343206766008.418,-97249094967470.0,-276049620054056.12,81370316645612.72,-13240502256943.432,-12506750963646.99,2161.5642857142857
156078713070369.34,13733693246394.316,-398552193964733.25,-137670485873102.12,204095681430679.12,300569930060029.1,53092686163723.016,12249453432368.357,-115172045453583.25,-326925404182633.75,96366817259717.73,-15680720146235.922,-14811737647779.281,2204.544897959184
137892938984216.22,12133488625824.357,-352114214891974.8,-121629577091953.5,180315128685143.03,265548518976025.2,46906502445649.26,10822187960083.58,-101752581349168.23,-288833140269919.8,85138476142727.05,-13853653824807.848,-13085923292400.775,2171.566326530612
156726015678156.84,13790650332520.52,-400205102529407.06,-138241443658383.47,204942122122385.88,301816478408951.1,53312876533811.64,12300255679783.408,-115649697528862.48,-328281254675406.2,96766479405898.06,-15745751636141.805,-14873165974036.848,2180.410204081633
132083244139172.5,11622281450149.379,-337278966600280.0,-116505089216810.4,172718105503692.56,254360449703442.56,44930241345412.79,10366228500982.092,-97465549610406.66,-276664045061376.4,81551428545346.97,-13269972384826.049,-12534588062594.234,2171.501020408163
122915062058902.22,10815553963545.295,-313867706383399.4,-108418220250554.55,160729370587253.66,236704742655597.62,41811536517647.34,9646685989462.559,-90700255429044.23,-257460197850462.1,75890767700108.6,-12348875871632.469,-11664535433955.225,2200.8520408163267
207731319743459.97,18278714601557.363,-530448844621658.5,-183231083416431.12,271638999661082.06,400040382286176.6,70663151336297.67,16303280421519.021,-153287019803404.06,-435117925208304.06,128258398688566.53,-20870090536342.484,-19713527361364.637,2221.351020408163
153524636532540.34,13508954800342.314,-392030273897953.44,-135417642061109.75,200755854689313.16,295651394561533.4,52223875797230.61,12049002721160.377,-113287366094029.38,-321575588106276.0,94789866811928.86,-15424120962307.32,-14569358516348.473,2251.270408163265
147287531705650.9,12960139083314.217,-376103619937329.4,-129916154155136.38,192599930838047.56,283640237083655.3,50102224420489.59,11559499092756.91,-108684944160706.38,-308511231813778.6,90938925792749.25,-14797499259209.787,-13977461876573.691,2300.865306122449
178774513533539.6,15730744227845.82,-456506676615899.06,-157689499166823.25,233773750776811.4,344276563605385.2,60813027847143.2,14030677332655.658,-131919503825953.42,-374464454470147.75,110379759689007.38,-17960893258993.383,-16965550467772.316,2290.6857142857143
179749381783276.6,15816524296323.863,-458996035327800.7,-158549388488554.53,235048530747189.72,346153924342451.44,61144644889218.914,14107187841564.217,-132638870285076.36,-376506430042652.06,110981669395616.08,-18058833689143.08,-17058064853776.086,2274.033673469388
137332925704497.31,12084212023504.416,-350684200480695.6,-121135612805811.64,179582830298184.2,264470067319617.06,46716004756729.945,10778236295295.299,-101339340933385.58,-287660125426243.8,84792709056676.84,-13797392167201.234,-13032778708223.736,2291.0989795918367
116168486868037.72,10221908641983.176,-296640101238847.8,-102467349097130.53,151907239586592.38,223712466693132.38,39516580301890.37,9117197518282.719,-85721889775416.5,-243328694492732.88,71725266774248.38,-11671069663713.178,-11024291386525.283,2273.1642857142856
118081831356451.55,10390267849239.643,-301525891060806.75,-104155030125436.11,154409216756989.72,227397106932782.75,40167435270121.195,9267361726224.332,-87133766028147.67,-247336422579343.16,72906612543098.11,-11863296865938.383,-11205866288472.246,2304.8255102040816
124318403838532.98,10939037081859.986,-317451186366587.2,-109656049344722.5,162564445294977.66,239407240193632.28,42288905793337.39,9756823676578.527,-91735794998349.2,-260399664500916.16,76757224622433.03,-12489865376746.07,-11797711536491.969,2301.129591836735
135354436121606.0,11910120775661.271,-345632061945174.25,-119390470508696.55,176995667487942.66,260659974309780.1,46042989727631.77,10622959327308.576,-99879393332650.55,-283515945059096.25,83571140504644.56,-13598620005817.857,-12845021796806.256,2315.4938775510204
108821973696307.2,9575473616118.045,-277880535698090.94,-95987298216728.36,142300602331365.72,209564855973025.34,37017545687861.03,8540624595144.579,-80300824234682.3,-227940550485759.7,67189349779484.88,-10932989292577.543,-10327113369489.104,2332.3020408163266
129307384733657.55,11378028046822.156,-330190714713511.44,-114056620139775.45,169088265821877.2,249014812847368.03,43985987880849.08,10148371394303.65,-95417213551042.38,-270849677580988.34,79837542995375.77,-12991092455580.848,-12271161707317.756,2363.0397959183674
157877052729858.28,13891933301373.652,-403144313135503.7,-139256726175446.61,206447274806270.62,304033097376858.25,53704420186454.98,12390591110802.879,-116499056766519.31,-330692241456825.3,97477153891887.1,-15861394857060.652,-14982399194718.059,2384.138775510204
163255225146811.5,14365169561714.365,-416877656644984.7,-144000585977477.25,213480017891188.78,314390159978142.3,55533892157713.89,12812684185510.975,-120467665413130.8,-341957461586510.2,100797771100036.5,-16401720993246.82,-15492783047898.771,2347.7530612244896
135361981455933.92,11910784687041.785,-345651329316139.25,-119397125946664.16,177005533939852.7,260674504920496.5,46045556423489.05,10623551569067.02,-99884961255897.5,-283531749524048.25,83575799406049.92,-13599377946846.066,-12845737710133.252,2366.6102040816327
136110091505538.56,11976612647106.312,-347561653321244.6,-120057002781478.34,177983797642153.94,262115184466935.4,46300038136188.83,10682265058060.416,-100436998790808.47,-285098755445761.75,84037700278353.56,-13674538491867.48,-12916732618531.672,2352.033673469388
132483179202024.58,11657473044490.203,-338300211542580.7,-116857855519883.48,173241080947549.66,255130626480009.5,45066285498331.125,10397615679500.734,-97760663671960.28,-277501756739703.2,81798355602079.73,-13310154618182.094,-12572541830017.467,2361.614285714286
132985558055125.19,11701678492407.635,-339583052308578.2,-117300982884090.88,173898015011586.56,256098086618452.94,45237177705168.51,10437043505170.297,-98131373671328.3,-278554049112105.2,82108536049079.84,-13360627347758.43,-12620217306405.445,2319.268367346939
183552582559043.7,16151177261036.277,-468707633963805.1,-161904034459842.16,240021775729284.84,353477970877386.3,62438364914719.82,14405671690548.166,-135445286855560.36,-384472689189411.9,113329853605420.25,-18440932252752.594,-17418985109325.674,2312.111224489796
178861448349150.53,15738394555871.717,-456728666756593.3,-157766181848607.5,233887433678531.25,344443978861208.25,60842600144238.555,14037499604537.006,-131983651969679.67,-374646551624929.9,110433432508923.16,-17969629229240.016,-16973800420626.463,2339.2551020408164
153011437852443.66,13463797534229.998,-390719803496801.94,-134964971269247.7,200084773047736.88,294663097593157.44,52049303016443.15,12008725461831.5,-112908671232444.14,-320500632533252.8,94473004872846.28,-15372562037828.754,-14520656212511.2,2361.077551020408
140689725941763.14,12379584424679.72,-359255902436279.9,-124096506375497.6,183972338419441.7,270934454974349.84,47857874453611.09,11041686206476.744,-103816356421257.16,-294691344557924.0,86865277834838.73,-14134639836204.451,-13351336355908.416,2385.464285714286
183661557406377.9,16160765865671.994,-468985904277566.5,-162000155947883.3,240164275123467.47,353687829515316.7,62475434346608.04,14414224377775.39,-135525700891787.84,-384700948804766.25,113397138094365.11,-18451880200082.312,-17429326993272.49,2408.0367346938774
177786180213608.75,15643779129887.42,-453982933704785.6,-156817732401316.03,232481362384560.8,342373271828089.5,60476830358155.016,13953110059552.145,-131190201610092.83,-372394273629492.94,109769536889959.5,-17861599828243.26,-16871758340081.326,2381.3
141767964807152.88,12474460696746.732,-362009222237065.2,-125047575452747.7,185382291904800.53,273010883412102.72,48224654845116.18,11126309468267.344,-104612000628948.39,-296949843528676.3,87531010224804.94,-14242966064808.234,-13453660075932.764,2403.051020408164
173988845521346.97,15309643862398.754,-444286312714003.44,-153468262924226.28,227515794344340.66,335060521468328.1,59185105790283.07,13655085351433.955,-128388109659979.45,-364440305717208.56,107424968513008.14,-17480094549219.297,-16511394779151.629,2386.1418367346937
149568554408204.12,13160851231235.15,-381928285946532.3,-131928148572616.23,195582701771554.44,288032935152012.2,50878150821185.555,11738519075125.398,-110368132520350.67,-313289105018398.4,92347283498661.11,-15026667248657.414,-14193929521250.494,2376.376530612245
167233123905198.88,14715193604625.225,-427035352595081.9,-147509324050242.1,218681702397771.53,322050632233738.6,56887038357459.055,13124879301013.643,-123402995407205.67,-350289643878354.2,103253821241275.53,-16801368828035.852,-15870282490379.828,2427.339795918368
167425201962916.66,14732095329294.8,-427525830173328.25,-147678748647506.47,218932873963924.7,322420528275761.9,56952376830171.78,13139953818129.896,-123544730845590.81,-350691975283392.94,103372413563784.8,-16820667145687.451,-15888510491617.754,2421.337755102041
169549578409196.25,14919023232851.883,-432950495997858.4,-149552571187758.56,221710804486463.78,326511564131767.9,57675017555523.7,13306680436982.879,-125112330257070.98,-355141732890329.3,104684056779530.52,-17034095545670.39,-16090112359034.4,2402.4785714285717
157269315081044.16,13838457189681.998,-401592435356152.7,-138720666434174.92,205652568907570.22,302862741861261.44,53497688545639.52,12342894491006.55,-116050601447494.34,-329419262715870.9,97101922320640.7,-15800337117870.842,-14924725047379.91,2397.678571428572
134881867955199.53,11868538175302.93,-344425344360018.4,-118973637589708.67,176377714166157.34,259749922693791.88,45882238143829.484,10585871404650.473,-99530681755213.67,-282526094158225.2,83279367075485.72,-13551141459243.006,-12800175237720.377,2384.383673469388
154023747979920.06,13552872887373.092,-393304771731248.9,-135857887746599.22,201408516445611.8,296612562986148.6,52393656648332.266,12088174165973.748,-113655665068340.31,-322621036920514.2,95098029860107.69,-15474265441197.955,-14616723581166.648,2403.280612244898
152282369343752.1,13399645094325.137,-388858103554175.2,-134321890329891.56,199131408937641.06,293259088066298.06,51801298669810.12,11951506527080.322,-112370684937059.94,-318973511869902.8,94022860989648.28,-15299314207095.342,-14451468237372.16,2440.186734693877
136777194484179.6,12035312315394.367,-349265122844256.7,-120645426107363.66,178856131568176.03,263399863637032.2,46526963924789.07,10734621043014.723,-100929260994981.77,-286496081374982.06,84449586400134.56,-13741559940835.078,-12980040139432.95,2437.6897959183675
117558274926799.12,10344199431520.535,-300188971196875.1,-103693223499477.22,153724591916683.9,226388863093214.66,39989339094724.64,9226271289027.178,-86747427264611.48,-246239772007154.66,72583354308634.5,-11810698129171.967,-11156181140335.076,2456.748979591837
125952477908317.31,11082823016097.248,-321623848143391.6,-111097397945135.75,164701236833740.03,242554072012378.28,42844762341996.26,9885069598855.146,-92941593573303.48,-263822427392582.2,77766140462949.9,-12654036513560.191,-11952783860568.715,2457.765306122449
131540034086639.98,11574483545108.523,-335891857603489.4,-116025946273519.3,172007780381285.53,253314355573307.3,44745459375478.73,10323595168928.82,-97064707381449.52,-275526225766211.9,81216034983239.77,-13215400065286.832,-12483038204464.021,2441.542857142857
121510238355236.4,10691940455446.635,-310280444049690.0,-107179084201051.7,158892358275198.38,233999392392203.2,41333663237400.875,9536432163549.879,-89663622791295.06,-254517628527499.3,75023396052087.9,-12207736849882.781,-11531218910089.521,2447.2908163265306
114575809682802.45,10081765642223.062,-292573147339446.44,-101062515438280.86,149824581791919.72,220645355135279.72,38974805572901.766,8992200247705.219,-84546637508305.69,-239992643043656.6,70741909119602.66,-11511058405038.793,-10873147542099.705,2436.6071428571427
133898123950779.06,11781976616273.938,-341913320930869.8,-118105918417190.19,175091326035858.2,257855468959952.7,45547601754719.63,10508664503254.574,-98804766720505.77,-280465525852141.97,82671978746959.31,-13452308355776.639,-12706818884798.568,2395.583673469388
120039960792507.72,10562567565562.959,-306526039761687.9,-105882213731261.44,156969755408447.94,231167991682068.38,40833524565257.78,9421040941111.178,-88578690033473.23,-251437956093779.34,74115610763181.33,-12060023218702.635,-11391690666439.316,2435.0173469387755
119023999130880.6,10473171136576.521,-303931747900213.94,-104986076834570.42,155641238107820.97,229211494828069.34,40487928864548.43,9341305571665.322,-87829001350647.1,-249309904407736.7,73488330497112.72,-11957953210855.143,-11295276838466.713,2465.6908163265307
119408244273546.64,10506981527928.352,-304912930380123.4,-105325003067981.52,156143694100241.53,229951457963322.2,40618635989929.14,9371462144885.57,-88112539908997.4,-250114750884544.78,73725573269530.88,-11996556871191.312,-11331741428652.527,2461.9244897959184
120063104963054.23,10564603499036.041,-306585140539863.0,-105902627517789.45,157000017393138.75,231212562516028.88,40841397502450.09,9422857960836.828,-88595770171039.22,-251486433148788.38,74129903134757.92,-12062346635447.762,-11393886886277.293,2454.9744897959185
114038979436339.39,10034528410001.19,-291202334424141.9,-100588999499295.7,149122596136690.84,219611550239458.5,38792194195966.836,8950068913932.842,-84150506469579.95,-238868187391575.75,70410458968901.19,-11457123480172.383,-10822202609977.23,2480.035714285714
125737982539261.66,11063948909740.324,-321076127256342.9,-110908200270003.61,164420751988239.5,242141005757897.78,42771798290752.4,9868235632572.764,-92783315845400.42,-263373140761067.2,77633706614962.44,-12632486330952.89,-11932428402153.902,2086.1989795918366
124476643004012.9,10952960588477.646,-317855255462223.25,-109795625017283.4,162771364867803.5,239711970610844.66,42342733377608.39,9769242897376.867,-91852561988380.03,-260731114315282.3,76854926491573.16,-12505762457572.455,-11812728279557.738,2078.269387755102
150712706149676.97,13261526920168.934,-384849916673003.75,-132937355985100.22,197078844415578.44,290236295821794.2,51267352498565.25,11828315602227.016,-111212415425436.52,-315685665272559.44,93053713524703.75,-15141614607047.143,-14302508429247.375,2079.104081632653
137366950659293.83,12087205680605.074,-350771085610504.5,-121165624546778.1,179627321691137.2,264535591973572.03,46727578988286.5,10780907049814.855,-101364449406532.56,-287731394488319.9,84813718391404.36,-13800809417540.465,-13036007495577.207,2074.742857142857
169352781884647.62,14901706322415.562,-432447969889086.44,-149378984782343.62,221453462456521.6,326132581823057.4,57608074126016.72,13291235780492.846,-124967113351940.27,-354729517693973.2,104562551725882.7,-17014322968332.633,-16071436062584.248,2071.727551020409
267887458168423.94,23571978269250.562,-684059550302852.2,-236292288180712.4,350301920195070.06,515886586320643.1,91126229962992.9,21024487699683.863,-197676839815328.62,-561122100671487.3,165400275085915.03,-26913778808714.28,-25422294238421.746,2006.828571428572
156909579020394.34,13806802871554.65,-400673838530665.06,-138403357900892.45,205182159850664.22,302169977743727.8,53375318616171.125,12314661953346.49,-115785149974176.86,-328665752103817.94,96879814390415.56,-15764194253533.969,-14890586236552.77,2032.3765306122448
118207189603754.69,10401298409943.969,-301845996795797.1,-104265603415309.3,154573140693372.62,227638516359036.66,40210077914288.516,9277200160248.242,-87226269069017.03,-247598999480243.06,72984011940644.4,-11875891422600.49,-11217762264153.516,2032.74693877551
113299139547270.97,9969428665035.818,-289313128252003.1,-99936418215922.56,148155148972611.16,218186797011184.2,38540525733458.81,8892004112470.19,-83604570286693.19,-237318505812000.66,69953662315090.06,-11382795050359.275,-10751992545871.318,2045.4704081632651
131242719318295.94,11548322018193.639,-335132656546157.06,-115763697382150.67,171618997311786.38,252741800420455.53,44644323115572.08,10300261559767.479,-96845316914279.56,-274903465432006.88,81032466763126.55,-13185528631989.174,-12454823272617.219,2019.5214285714287
107214811289154.17,9434056098196.527,-273776593141337.5,-94569687865279.9,140199003225473.7,206469849323896.22,36470843586677.46,8414490450696.19,-79114883001570.73,-224574158059744.53,66197048364460.03,-10771522952502.459,-10174594808749.29,2018.108163265306
118715261800869.53,10446004881835.902,-303143376196448.6,-104713752795289.7,155237519835962.78,228616940862691.94,40382906849922.71,9317074848897.213,-87601180299334.6,-248663217692010.78,73297707569486.31,-11926936059332.705,-11265978001093.936,1997.8653061224488
140726814972713.92,12382847250855.418,-359350610484309.1,-124129219933836.94,184020834621794.88,271005879302427.47,47870490856692.36,11044597583274.164,-103843726553365.86,-294769029306287.25,86888180377677.83,-14138364433676.809,-13354855849618.723,1999.911224489796
168911914576627.06,14862914047838.4,-431322201674300.75,-148990115316665.75,220876966390238.1,325283578814637.5,57458106172483.66,13256635205992.07,-124641792086409.2,-353806071206585.7,104290347813179.44,-16970031224436.582,-16029597998770.086,2018.94693877551
126483889433380.89,11129582890334.174,-322980824821582.1,-111566133523498.31,165396134220982.3,243577442118612.75,43025530511669.78,9926776214718.555,-93333727740048.69,-264935531108564.88,78094247504995.7,-12707425499362.926,-12003214217392.09,2017.7
146523928687750.62,12892947909584.549,-374153733873862.3,-129242611564036.94,191601408324931.2,282169721500702.1,49842472438021.414,11499569490262.248,-108121473804819.56,-306911774481766.3,90467458526958.02,-14720782484562.082,-13904997127323.285,2016.3826530612248
121329179010096.6,10676009098696.207,-309818100683803.6,-107019379719320.8,158655598588718.4,233650714379537.16,41272072830136.125,9522221525107.928,-89530015477401.53,-254138378345734.6,74911603238034.98,-12189548270709.443,-11514036683038.582,2026.15612244898
120114308602930.66,10569109952411.842,-306715887996762.9,-105947793160766.69,157066977728537.03,231311166716744.34,40858815045182.24,9426875425143.457,-88633550569563.56,-251593687099061.97,74161512880059.95,-12067494114934.268,-11398746536947.697,2049.509183673469
128334306402201.14,11292405029474.383,-327705927174713.06,-113198308916617.84,167815824750484.9,247140899180299.2,43654979673275.09,10072001669873.826,-94699169007414.62,-268811450294974.16,79236740042203.5,-12893330696261.352,-12178817391919.94,2033.4397959183675
211154777522639.97,18579952124213.633,-539190756374104.06,-186250772009681.5,276115671624721.47,406633134376924.1,71827695381248.77,16571961449233.049,-155813222033383.3,-442288764710686.25,130372123161530.27,-21214035642080.902,-20038411253499.934,2033.6459183673471
161499189634859.9,14210652906485.924,-412393560485254.2,-142451661523354.22,211183747800160.6,311008458959647.4,54936548380901.46,12674865508358.834,-119171867501194.67,-338279238050565.0,99713549273548.39,-16225299510011.408,-15326136861912.662,1968.411224489796
156730754736763.56,13791068084297.006,-400217204220179.56,-138245624957911.36,204948322528529.3,301825605039873.9,53314488625026.6,12300627041477.744,-115653192697782.2,-328291184337517.8,96769402336595.39,-15746229363632.348,-14873616107146.092,1954.648979591837
153276364437565.62,13487108718822.385,-391396302607664.25,-135198651473236.5,200431202216452.5,295173282273599.6,52139422032874.445,12029517743673.834,-113104163839558.66,-321055552153617.3,94636577951176.16,-15399177705617.928,-14545797639893.639,1953.4918367346936
143069264622262.47,12588964381597.172,-365332133511528.0,-126195396513348.86,187083929857985.97,275516871666090.03,48667312720937.836,11228438778851.523,-105572243124592.72,-299675568960690.56,88334465318011.72,-14373703090053.244,-13577152786121.916,1903.5795918367348
138457168606566.23,12183136695570.445,-353554993703494.9,-122127260861010.42,181052942459104.22,266635088970559.97,47098434244505.81,10866469882829.055,-102168931227949.61,-290014987026509.9,85486844116522.6,-13910340944255.352,-13139468155437.588,1961.1153061224488
107408830720775.61,9451128296443.348,-274272026758087.28,-94740824110290.94,140452711948044.77,206843482965795.7,36536842313633.195,8429717377518.167,-79258051378991.06,-224980553916996.3,66316840274701.36,-10791016050776.473,-10193007077394.771,1997.4408163265307
119150685465223.33,10484318705993.908,-304255246512531.2,-105097821944112.34,155806899655488.62,229455462775554.78,40531023349727.44,9351248254029.547,-87922484366717.53,-249575265020381.25,73566549382783.36,-11970681019340.465,-11307299194724.63,2001.9397959183675
122590051654360.94,10786955877755.031,-313037781195396.56,-108131542564865.61,160304373184980.38,236078850932329.78,41700978983653.1,9621178103887.27,-90460426268685.1,-256779425712460.97,75690097218348.16,-12316223825630.746,-11633692309592.344,2020.5734693877555
114502768670462.86,10075339037879.344,-292386633868643.75,-100998089627919.23,149729071688329.22,220504695422282.56,38949959485392.5,8986467426305.201,-84492738602813.23,-239839650791389.53,70696810087948.64,-11503721441633.72,-10866215950886.49,2048.395918367347
137480601203495.7,12097206614387.111,-351061295700440.0,-121265871778577.58,179775938905794.1,264754455381280.6,46766239037999.59,10789826132740.496,-101448311702892.89,-287969450991108.9,84883886548479.92,-13812228990313.613,-13046793054877.9,2040.5642857142857
132180669750113.42,11630854393976.531,-337527744147485.75,-116591024386149.33,172845504796901.03,254548066635606.94,44963382084587.8,10373874223847.414,-97537439639709.17,-276868114306023.62,81611579893313.28,-13279761779228.922,-12543833818083.39,2054.629591836735
149393335318058.47,13145433037315.695,-381480858428097.9,-131773594703103.12,195353576038401.75,287695505535024.44,50818547217928.96,11724767663826.72,-110238837373318.97,-312922087012813.7,92239100114370.2,-15009062797340.455,-14177301393151.502,2075.0602040816325
171798293568367.44,15116892392443.52,-438692666279213.6,-151536068787298.62,224651327136304.12,330842047792893.3,58439954391877.83,13483165632080.234,-126771680370171.34,-359851934063666.8,106072469425452.94,-17260016036637.77,-16303512963510.072,2089.124489795918
157032014640632.62,13817576121494.287,-400986481574843.0,-138511352950807.5,205342261933497.5,302405758826780.2,53416966995641.39,12324270993505.924,-115875496493844.05,-328922207603464.56,96955409287215.08,-15776494905921.773,-14902205440608.848,2091.6367346938773
123144553116912.75,10835747014024.906,-314453719925531.25,-108620644216208.52,161029462034953.03,237146687307052.4,41889601629866.63,9664697374555.832,-90869600248064.17,-257940893070984.28,76032462718262.33,-12371931083337.2,-11686313753700.504,2085.1642857142856
131995813165258.58,11614588559975.174,-337055706708804.3,-116427970275108.02,172603778210964.06,254192077496510.7,44900500144716.13,10359366143484.742,-97401031912167.17,-276480910545301.53,81497444583557.62,-13261190022861.06,-12526291115494.654,2080.4295918367347
132728779583344.39,11679083477070.52,-338927360670429.3,-117074488618131.72,173562237378284.7,255603593618732.3,45149830411015.54,10416891383324.41,-97941895844229.83,-278016194605517.1,81949997103721.53,-13334828134648.809,-12595849077504.135,2091.165306122449
153415010111115.8,13499308677932.818,-391750339732805.9,-135320945515411.83,200612502571189.53,295440281019592.3,52186584686039.57,12040398984384.18,-113206471626535.31,-321345963156396.3,94722180613973.17,-15413107179255.344,-14558954894844.652,2054.5489795918365
132439880932725.08,11653662954434.037,-338189648166976.56,-116819663690304.27,173184461300580.3,255047244578318.12,45051556916300.92,10394217710427.68,-97728713999628.16,-277411062748271.8,81771623048671.3,-13305804073763.227,-12568432729384.615,2070.297959183674
130086854950951.39,11446615162243.236,-332181118344554.5,-114744158018072.52,170107536405558.62,250515884622138.44,44251137247103.88,10209546329997.041,-95992392819086.38,-272482370484679.03,80318807490581.14,-13069402888432.113,-12345132760242.426,2082.6193877551023
123310602616744.61,10850358714917.223,-314877731576496.6,-108767110315081.25,161246599006240.0,237466457774309.16,41946085923672.27,9677728620549.262,-90992127656750.47,-258288705343813.84,76134982497782.66,-12388615591532.217,-11702072182684.486,2086.347959183673
165327716070756.22,14547532607270.506,-422169830496267.4,-145828643534714.38,216190102959444.1,318381276833056.56,56238883253731.125,12975338261790.104,-121996976442468.6,-346298540293593.3,102077376659136.05,-16609938197030.777,-15689460730140.193,2078.3448979591835
146118564779534.28,12857278985820.633,-373118622469227.2,-128885056680056.2,191071335621072.28,281389087543382.84,49704581240340.18,11467755338042.082,-107822351456128.84,-306062690817118.94,90217176760431.75,-14680057167453.562,-13866528699323.836,2069.169387755102
114578590205708.45,10082010361164.627,-292580247506211.6,-101064968070180.3,149828218095184.78,220650709705663.34,38975751387901.4,8992418384130.598,-84548689066986.9,-239998467559758.28,70743625503157.42,-11511337917082.09,-10873411590166.842,2065.7102040816326
127099436455840.48,11183745967459.525,-324552645883507.4,-112109081547537.73,166201051089006.5,244762837799857.9,43234918789467.234,9975086168465.46,-93787946817991.58,-266224867760191.8,78474302192836.61,-12769266647785.514,-12061629242863.191,2051.009183673469
164369396190211.4,14463208039124.203,-419722728222246.56,-144983349610751.3,214936960322690.22,316535783514220.5,55912895208573.99,12900126685420.676,-121289822174637.44,-344291225650594.1,101485685879822.58,-16513659259838.924,-15598517436263.158,2116.2673469387755
160817745229337.84,14150690618450.785,-410653470150952.6,-141850587224168.0,210292657369691.44,309696161834980.75,54704744141421.19,12621384563445.758,-118669024491968.27,-336851870080442.94,99292811322321.08,-16156835461687.793,-15261468111158.842,2092.9142857142856
132530638511325.11,11661648912297.443,-338421401104127.5,-116899717196568.08,173303140217392.38,255222022018469.84,45082429583913.44,10401340624351.55,-97795684982345.83,-277601165703420.47,81827658961308.95,-13314922079890.129,-12577045647929.172,2090.3020408163266
122787462812071.12,10804326293935.607,-313541877170362.8,-108305670364035.89,160562516123475.6,236459017155982.88,41768131570960.02,9636671608961.824,-90606098483491.88,-257192926012950.06,75811984589721.58,-12336056597505.402,-11652426328278.592,2084.657142857143
155448689834999.3,13678256601740.752,-396943408066847.7,-137114769255165.83,203271836359806.5,299356656882650.1,52878373501781.15,12200007058170.344,-114707143509235.05,-325605747410356.2,95977823149312.05,-15617425057960.814,-14751949639748.693,2082.894897959184
158430936968282.72,13940670396178.441,-404558675119439.94,-139745283683590.56,207171557848940.84,305099744683773.0,53892832799949.51,12434061588609.473,-116907774313610.42,-331852416759078.2,97819136853885.9,-15917041009801.97,-15034962359694.945,2095.092857142857
166886692418945.84,14684710322854.496,-426150729192390.2,-147203751472311.6,218228692356260.7,321383489507562.06,56769194220305.266,13097690711809.611,-123147360678017.67,-349564002159931.4,103039926620594.6,-16766563465302.09,-15837406187498.994,2108.7877551020406
140871813673750.47,12395606063580.709,-359720868465301.3,-124257117103803.19,184210442117816.4,271285111000022.6,47919814365274.19,11055977156024.822,-103950721858499.38,-295072746284975.3,86977705222094.9,-14152932625566.502,-13368616473234.584,2146.669387755102
151014691161820.8,13288099680196.889,-385621045248624.56,-133203724954609.22,197473736010944.22,290817845971530.5,51370077532100.984,11852015722679.26,-111435251880842.06,-316318210498373.2,93240164368815.6,-15171955239303.328,-14331166868434.842,2144.1969387755103
140246983386085.94,12340626245629.723,-358125343958225.0,-123705981074911.58,183393386665801.0,270081839085819.7,47707268346425.78,11006938739848.467,-103489652761794.0,-293763966343917.6,86591918685352.52,-14090158463526.557,-13309320614457.932,2174.0795918367344
219840111979189.56,19344192802529.848,-561369049121947.8,-193911741428236.88,287473012419728.06,423358993635892.44,74782151903754.28,17253609038471.4,-162222218410177.62,-460481229638952.0,135734662601633.2,-22086621870877.832,-20862641566703.664,2177.423469387755
235463689699066.16,20718944448000.266,-601264373378932.2,-207692644192295.53,307903119938435.4,453446232242228.9,80096763204266.64,18479786628054.73,-173751011678234.88,-493206668512184.44,145381040459006.12,-23656273177004.547,-22345305744566.855,2204.622448979592
159146257348706.8,14003613118832.932,-406385269758777.4,-140376238084603.02,208106944377093.84,306477279262636.0,54136160556146.33,12490201624277.191,-117435615999799.11,-333350741090332.1,98260792478943.77,-15988907246024.7,-15102845744132.547,2218.0846938775508
149778034035648.62,13179283759669.377,-382463199708973.56,-132112921738122.64,195856627003982.8,288436342623843.5,50949408687590.82,11754959586419.975,-110522709765659.17,-313727885487875.1,92476621382073.52,-15047712760416.094,-14213809183892.447,2232.533673469388
22323953228964.14,1964331372290.745,-57004959150995.55,-19691022682067.883,29191824589037.723,42990546237266.97,7593852000755.838,1752040625121.6091,-16473069031416.771,-46760172146764.73,13783355452161.113,-2242814445435.7603,-2118524370501.7205,2237.186734693877
174688405268902.6,15371199132675.21,-446072661685556.8,-154085314368619.34,228430569205089.1,336407704249008.0,59423072171186.51,13709988739189.03,-128904322582599.48,-365905615565131.75,107856895033236.2,-17550376206042.314,-16577782843131.795,2258.4755102040813
172813141353720.06,15206190830089.266,-441284113672699.06,-152431223148548.5,225978388113621.12,332796399420095.56,58785171146347.016,13562813490238.205,-127520546914369.02,-361977652792584.06,106699061644748.23,-17361974287209.418,-16399821285021.988,2273.0591836734693
195162843218948.12,17172788135017.438,-498354820960365.2,-172144957803111.2,255203883679343.75,375836530219273.9,66387781859719.734,15316874529843.896,-144012615007405.03,-408791758049931.94,120498313635606.39,-19607376844401.035,-18520789091513.02,2252.55612244898
186405474873853.06,16402209267892.191,-475992590246364.8,-164420451215617.28,243752348771821.56,358971953325575.0,63408822183746.63,14629573958554.855,-137550464754376.88,-390448411709152.2,115091299085102.23,-18727552884459.895,-17689722297227.465,2295.223469387756
