Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Close
8497019537805.824,747670588936.2543,-21697422103064.71,-7494864520141.458,11111092421598.646,16363208545228.062,2890397925753.3867,666867604027.5823,-6270035636167.38,-17798016538774.445,5246267634377.862,-853668094972.3113,-806359923279.8186,11991518809357.613,765.2683333333333
11911000183464.416,1048073912579.7485,-30415136338660.543,-10506193776304.814,15575370098256.03,22937711875800.164,4051718456224.463,934805586248.1859,-8789246423281.514,-24949005128294.348,7354143055843.812,-1196659280058.9219,-1130343785455.1965,16809540223480.002,759.3116666666666
10208620391159.732,898277950646.0726,-26068052338559.08,-9004595913361.943,13349260249114.725,19659338961269.15,3472626534038.124,801198427936.6825,-7533043149606.006,-21383168166021.156,6303051945100.105,-1025626926446.6842,-968789402006.7158,14407036099297.572,765.705
12819814038703.318,1128042373384.2524,-32735822196420.055,-11307820316025.979,16763776840356.816,24687867620566.38,4360866072698.858,1006131506018.3514,-9459869022836.629,-26852623393819.145,7915266730026.301,-1287965129827.092,-1216589451878.9956,18092113838851.953,750.1066666666667
16350991610860.758,1438758135862.3079,-41752801917658.81,-14422524016534.574,21381306726447.332,31488063439988.934,5562052965974.834,1283267266488.3567,-12065560257532.18,-34249094512769.062,10095502051321.385,-1642731085293.6128,-1551695225963.2551,23075529874012.18,739.5033333333333
9949133070019.87,875445115049.1222,-25405442856318.25,-8775713033140.792,13009942725167.643,19159629034216.754,3384357747911.3003,780833210595.6189,-7341564872244.309,-20839641168555.387,6142838137509.314,-999557061909.78,-944164276959.2406,14040831591737.924,735.58
11102425995810.244,976925795021.4689,-28350414670558.85,-9792984360177.994,14518041501309.697,21380592790476.53,3776668891178.151,871346539740.8054,-8192591200929.674,-23255350192342.055,6854909325095.631,-1115424721392.9043,-1053610802750.8257,15668429698704.688,722.635
8567228270944.299,753848411730.593,-21876702870830.832,-7556792764058.577,11202900652249.229,16498413896024.867,2914280584724.2793,672377808133.0037,-6321843465478.745,-17945077402639.004,5289616275771.422,-860721600921.4453,-813022697018.8771,12090602054722.963,711.5566666666667
8377151153998.544,737123100721.45,-21391334678414.746,-7389133683503.788,10954346966302.459,16132371287524.562,2849622801721.645,657460108681.2695,-6181583754650.568,-17546938217194.994,5172258158111.93,-841625082701.1447,-794984507661.8926,11822353691791.645,708.3449999999999
10893190673767.807,958514711262.5475,-27816125403946.91,-9608426632727.988,14244435659742.068,20977656129712.285,3705494139459.074,854925263038.22,-8038194477238.819,-22817081888421.832,6725722482347.698,-1094403420185.6674,-1033754514596.5837,15373144142649.748,699.1766666666666
9700500360763.576,853567388809.7272,-24770550962297.18,-8556404533544.827,12684819132523.967,18680822455619.664,3299781332565.398,761319898919.1637,-7158096346702.959,-20318850376790.957,5989326281729.401,-974577706987.2147,-920569229965.5679,13689945826797.863,656.8183333333333
12121425058803.775,1066589651768.6334,-30952462665397.234,-10691800675240.16,15850531341679.564,23342939005562.176,4123297821213.826,951320175425.6304,-8944520826851.256,-25389764675545.645,7484064325289.822,-1217800239385.5625,-1150312924237.5476,17106504183999.453,680.3966666666666
7988542086510.665,702928592345.1176,-20399008485361.92,-7046357949957.929,10446184031712.955,15384004018581.912,2717431170305.1265,626961063434.4303,-5894825175924.886,-16732950464085.164,4932321312352.887,-802582840003.2963,-758105866819.5631,11273924437466.316,656.2783333333333
10625742916019.666,934981436639.6552,-27133188623280.184,-9372522199774.531,13894708785408.105,20462616282409.945,3614517476356.2686,833935265746.1119,-7840842046637.171,-22256880850257.0,6560593609891.522,-1067533860032.6274,-1008373971479.3804,14995705219470.498,667.9449999999999
12141412270633.828,1068348373230.903,-31003500848450.293,-10709430584094.143,15876667571137.943,23381429661935.58,4130096804208.33,952888839192.0508,-8959269627986.877,-25431630403746.285,7496404933676.034,-1219808237533.599,-1152209705161.8599,17134711502313.764,664.7133333333334
6079173313012.475,534919213510.7506,-15523371636355.21,-5362183810039.5,7949405812318.844,11707020554197.354,2067928645930.6514,477108959180.9414,-4485882849670.544,-12733550668208.014,3753430341168.127,-610754768431.564,-576908389504.6031,8579305178874.783,662.8216666666667
6250358286205.758,549982139296.357,-15960498103966.781,-5513178888071.09,8173255131374.768,12036681453968.684,2126159965370.516,490543981597.9365,-4612201934517.924,-13092117886887.44,3859124115993.005,-627953191388.8362,-593153695483.502,8820891933593.56,656.5633333333333
5215701479376.547,458940518996.6698,-13318467506176.244,-4600551522133.281,6820290475225.214,10044182183397.271,1774204800373.4304,409341488468.4837,-3848718310536.6064,-10924906349530.283,3220301663792.6016,-524004588182.0441,-494965658629.6398,7360720278190.566,651.2666666666667
6238460067609.596,548935186069.03613,-15930115734842.402,-5502683979134.829,8157696462375.32,12013768440582.33,2122112604240.3333,489610199573.3677,-4603422170595.475,-13067195722651.863,3851777913692.1196,-626757758082.1222,-592024563251.3512,8804100574989.75,640.27
9653934717134.309,849469995827.5059,-24651643990254.47,-8515330946891.506,12623927840034.54,18591148230026.395,3283941273753.668,757665286226.845,-7123735029451.111,-20221313146763.793,5960575422859.073,-969899466717.6912,-916150210109.6099,13624229368787.756,628.8083333333333
7091639753865.853,624008259196.996,-18108738448651.145,-6255237994422.626,9273353343373.666,13656786569860.879,2412335404162.713,556569900405.1139,-5232991989621.693,-14854281895149.912,4378551918859.774,-712473963662.6107,-672990584334.2144,10008160453139.803,628.565
11117136008760.43,978220184836.6522,-28387977124070.62,-9805959471655.09,14537277113554.832,21408920685373.875,3781672731620.9253,872500985893.506,-8203445775349.592,-23286162143431.09,6863991509244.325,-1116902671958.8713,-1055006802320.3749,15689189175126.424,673.0383333333334
8453070585191.031,743803453744.5481,-21585197337096.305,-7456099069054.641,11053622908094.29,16278573691392.523,2875448002665.381,663418395910.1257,-6237605292215.887,-17705960594693.24,5219132425385.464,-849252621106.4349,-802189250362.3834,11929495495679.629,681.24
10349668229182.67,910689053076.7042,-26428222668449.02,-9129008301937.576,13533700903933.355,19930963037985.5,3520606223856.4575,812268209943.3488,-7637123733637.536,-21678609633692.91,6390138291890.152,-1039797570524.9098,-982174729606.3492,14606091463999.303,662.7
9079435322049.951,798918607368.9065,-23184640489787.99,-8008589131710.209,11872686180766.219,17484800950478.244,3088516044072.0317,712577075624.4255,-6699806066863.636,-19017955913043.164,5605865301646.931,-912181488581.7068,-861630731830.4281,12813460040034.775,660.355
8189892871886.211,720645866939.5387,-20913164399241.293,-7223961024992.361,10709479530031.895,15771757018442.973,2785923879662.52,642763584919.0757,-6043403940730.873,-17154703565743.188,5056640228767.71,-822811898227.6399,-777213877856.1162,11558083114767.092,667.635
8664926557086.691,762445102338.7462,-22126178641451.89,-7642968335085.687,11330655475770.781,16686557175156.809,2947514223435.0845,680045396357.401,-6393935951674.049,-18149718091739.79,5349937508670.18,-870537085239.1013,-822294196807.0616,12228479781245.97,695.1633333333334
8689458836857.237,764603732244.7006,-22188822080836.105,-7664607139056.683,11362734888928.402,16733800068846.723,2955859237420.741,681970699947.7269,-6412038450835.514,-18201103409520.605,5365084299516.726,-873001927383.866,-824622249323.6097,12263100843869.373,684.3033333333333
13916985511026.97,1224584826694.869,-35537486737796.58,-12275589376684.244,18198488766901.633,26800755471401.31,4734086648005.888,1092240353969.7406,-10269482934222.387,-29150779945675.46,8592687232021.245,-1398194223317.4678,-1320710146254.65,19640510442838.617,704.5949999999999
11371285051257.744,1000583281493.836,-29036955227115.184,-10030133675151.281,14869614000414.383,21898350438718.06,3868125624536.4707,892447266542.9254,-8390984949400.066,-23818507485207.46,7020909417380.982,-1142436150433.182,-1079125315139.643,16047860137093.049,708.4583333333334
12162119828649.5,1070170493687.4877,-31056378178874.55,-10727695864057.455,15903745814654.717,23421307346918.645,4137140803157.808,954513987282.5062,-8974549852304.127,-25475004860567.023,7509190166412.634,-1221888747154.5076,-1154174857022.3586,17163935071256.168,721.9566666666667
13763672535815.53,1211094469321.8376,-35145996385469.215,-12140358326092.709,17998009518779.18,26505511324634.957,4681934736788.93,1080207919963.2812,-10156351666128.639,-28829647199798.203,8498028057755.699,-1382791509167.4001,-1306160822952.5557,19424145339536.99,716.9533333333333
11704634980259.967,1029915460798.4802,-29888175354447.62,-10324167689238.818,15305517749513.42,22540301927986.39,3981519964136.6616,918609392045.7107,-8636967135738.168,-24516748583273.85,7226727720551.607,-1175926790244.6392,-1110759962816.365,16518304028219.055,734.8083333333333
11823562783868.402,1040380168949.7699,-30191861414123.07,-10429068912182.92,15461033200776.143,22769328141777.84,4021975167231.6914,927943140669.9656,-8724725135175.021,-24765856965831.74,7300156641124.065,-1187875100651.2197,-1122046109286.1348,16686142246019.533,735.85
8060735816180.755,709281081422.5848,-20583357462508.734,-7110037011445.788,10540587913778.959,15523031639846.662,2741989019789.645,632626984053.329,-5948097582805.261,-16884168780766.65,4976895404795.198,-809835981244.5782,-764957001543.9011,11375808515172.107,721.7633333333332
9531947083822.51,838736064009.8573,-24340144429636.78,-8407730783860.236,12464411296396.895,18356229439461.01,3242445209305.3867,748091360739.2456,-7033719061662.331,-19965795585880.746,5885257173585.517,-957643834902.1111,-904573707967.5126,13452072709848.447,725.9333333333333
12030037050852.201,1058548268960.5276,-30719100302801.62,-10611191194034.078,15731028395602.543,23166947726729.797,4092210710960.6157,944147765726.576,-8877084568032.354,-25198341801754.668,7427638921636.882,-1208618899377.8406,-1141640333477.3337,16977531494720.432,734.5916666666667
15583768611889.428,1371248638574.2178,-39793672162603.945,-13745788839730.668,20378051074928.344,30010576934473.453,5301069686307.729,1223053556318.1226,-11499418446154.885,-32642054941944.477,9621799404106.213,-1565650950862.8018,-1478886501362.7139,21992776696237.27,752.285
14819400771120.027,1303990251818.6245,-37841833555636.98,-13071571969297.477,19378528364402.234,28538589057792.85,5041057679380.213,1163064104041.876,-10935383969637.863,-31040995540439.21,9149860299607.133,-1488857208811.002,-1406348580036.0625,20914054007269.14,800.4155172413792
8506037603965.679,748464131399.8398,-21720450386982.223,-7502819053261.2295,11122885002913.61,16380575387631.361,2893465586995.136,667575383901.9329,-6276690191058.663,-17816906301738.31,5251835567269.534,-854574040303.1793,-807215773113.0107,12004245839027.828,769.025
11310044856438.986,995194612311.3901,-28880576388282.566,-9976116251681.775,14789533434436.615,21780416632155.67,3847293791447.069,887641002170.059,-8345795255839.748,-23690232573765.875,6983098310986.91,-1136283492600.9492,-1073313652932.1727,15961434321240.777,758.3833333333333
12670610757949.568,1114913678722.677,-32354826654897.94,-11176214380718.459,16568671868493.918,24400538114738.766,4310112173534.005,994421638680.4507,-9349770383633.629,-26540099477488.52,7823144896906.474,-1272975197819.5398,-1202430209361.106,17881548856506.8,760.2466666666667
11459049314668.355,1008305865242.6934,-29261064157419.844,-10107546875034.72,14984378686102.047,22067363197625.746,3897980045445.5034,899335200518.2783,-8455746999795.623,-24002340237256.54,7075097101588.015,-1151253611058.262,-1087454096982.1158,16171718319432.482,768.595
13465744417257.566,1184879190275.2974,-34385226897005.434,-11877568468970.873,17608425258386.85,25931773595458.15,4580589678263.36,1056825707241.43,-9936507364414.477,-28205601490751.496,8314079709824.221,-1352859787359.3406,-1277887752898.2466,19003690399351.434,771.4683333333334
13591148920693.855,1195913805663.3828,-34705451497967.94,-11988182537840.43,17772409989159.297,26173272415354.715,4623248038814.637,1066667763555.5564,-10029044580715.67,-28468276181627.656,8391507475125.163,-1365458786049.6738,-1289788546770.5261,19180668949002.69,771.69
12113189790037.9,1065865087100.1298,-30931433186538.93,-10684536732318.766,15839762880842.576,23327079563969.793,4120496420762.965,950673716857.2611,-8938443582015.39,-25372514978508.523,7478979194717.687,-1216973222099.2786,-1149531490788.7554,17094881197236.484,766.7316666666667
13935545303113.668,1226217988349.177,-35584879377754.19,-12291960201789.777,18222758617484.95,26836496879383.227,4740400025302.299,1093696873310.0907,-10283178127324.396,-29189655581462.684,8604146174825.764,-1400059135053.323,-1322471505227.815,19666702506302.496,754.7066666666667
13712601814273.988,1206600698558.464,-35015585465371.383,-12095311033252.965,17931227347527.22,26407161347689.79,4664562192824.739,1076199691848.2134,-10118665881074.691,-28722673653867.598,8466495465900.709,-1377660773465.7012,-1301314317911.3413,19352070755734.297,736.4416666666667
11127775582152.934,979156391829.7823,-28415145617240.008,-9815344203017.568,14551189951234.219,21429409926550.996,3785291951694.692,873335996071.5665,-8211296793436.337,-23308448026776.77,6870560595977.823,-1117971621492.381,-1056016500020.8218,15704204334809.012,699.5583333333333
12658345607616.494,1113834449465.8367,-32323507188390.62,-11165395815724.166,16552633432033.045,24376918396568.977,4305939984525.7617,993459031587.2139,-9340719786263.348,-26514408699232.74,7815572058186.723,-1271742974597.4536,-1201266266723.8,17864239478033.434,683.2866666666666
9212936905487.914,810665670782.6708,-23525541341638.633,-8126345265165.215,12047258873254.318,17741892853092.54,3133928766754.228,723054654653.5869,-6798318317472.963,-19297590813900.598,5688292574984.183,-925593864830.4658,-874299894603.9347,13001865955774.652,724.096551724138
7267522602790.731,639484576092.3972,-18557861170685.32,-6410376900621.5625,9503345902760.885,13995494488543.957,2472164784442.545,570373617159.316,-5362777659842.731,-15222689494055.445,4487146216589.388,-730144378378.5535,-689681737455.4263,10256377113702.42,685.4483333333334
11720552197163.38,1031316030052.0087,-29928820511006.363,-10338207573749.404,15326331729273.637,22570954657926.332,3986934465436.541,919858638375.186,-8648712674191.903,-24550088997360.273,7236555504467.422,-1177525885495.3699,-1112270466215.9055,16540767524527.227,646.7266666666667
9048978195373.254,796238613358.2098,-23106867285634.75,-7981724178145.427,11832859011888.67,17426147930921.059,3078155569005.533,710186741383.6199,-6677331495828.196,-18954159864345.996,5587060382815.818,-909121510014.4917,-858740369047.2859,12770477182949.49,680.3483333333334
